,UMAP 1,UMAP 2,discretized FADY
0,8.467686,4.598818,1
1,6.7854238,0.44415945,1
2,9.985274,4.605922,1
3,11.102695,4.365568,1
4,5.911296,3.4961128,1
5,5.80948,3.5469048,1
6,6.101907,3.440054,1
7,12.321403,2.0189857,1
8,5.323215,-0.44815606,2
9,9.939763,1.4031702,1
10,6.9900107,0.89818233,1
11,11.241214,4.0180216,1
12,5.9973702,3.5520117,0
13,8.8397255,3.6315627,0
14,8.898293,4.0091057,0
15,5.5145826,-0.08733586,1
16,10.4193125,2.9147966,1
17,9.249481,4.217789,1
18,5.6697683,0.3465662,1
19,11.459461,3.4500916,1
20,11.080214,2.2980227,1
21,6.3509064,-0.33743674,1
22,12.06768,2.6519845,1
23,10.336809,1.8075645,1
24,9.068388,3.3673158,0
25,5.7122283,0.038946368,1
26,8.549684,2.39509,0
27,6.6243696,-0.15245664,1
28,10.874476,3.4320464,0
29,11.476107,4.2119374,1
30,10.344702,4.5573664,1
31,8.5193405,4.117675,0
32,9.867026,4.5663934,1
33,9.194922,2.5648868,0
34,10.972656,3.8128002,1
35,10.849945,2.8293414,1
36,5.1843386,-0.20630908,3
37,11.508001,2.1858673,1
38,6.290143,0.02360885,1
39,12.262309,1.6237524,0
40,11.849402,1.4861206,1
41,5.3897862,-0.41793332,2
42,6.3523207,0.64421445,1
43,10.140005,1.5304319,1
44,11.695572,1.2777961,0
45,4.9697127,-0.42761183,2
46,12.221581,2.0617063,1
47,7.042523,0.37772793,1
48,11.689033,2.4867237,1
49,11.950145,2.5118606,1
50,5.9592223,-0.030092658,0
51,8.80043,4.3070927,0
52,10.383779,3.4794295,1
53,5.358291,3.2451267,1
54,6.5156317,0.45865533,1
55,9.64006,2.4943612,0
56,5.1038103,-0.30982688,2
57,9.018715,2.8800364,0
58,11.105863,3.7100062,1
59,10.503529,4.3332863,1
60,9.238595,2.9979885,0
61,8.882736,4.8019285,0
62,9.156606,4.1490865,1
63,6.3107285,3.619617,1
64,8.63802,2.3912482,1
65,8.5659685,4.6946073,0
66,5.5722528,3.5036113,0
67,9.34633,4.931437,1
68,6.7863035,0.48560417,1
69,10.398036,4.7547855,1
70,9.300942,4.4862127,1
71,8.289362,4.4306593,0
72,8.712812,2.4966588,1
73,8.980267,4.6790104,1
74,8.692593,4.8439794,0
75,9.425628,4.7315555,1
76,9.195793,2.7100449,0
77,10.787277,3.0853436,1
78,5.915627,0.55835325,1
79,11.80782,2.8804758,1
80,5.5416584,3.7288208,1
81,6.127759,-0.521127,1
82,6.291611,0.2538198,1
83,11.539784,3.9082456,1
84,8.966536,3.23902,0
85,11.291072,4.2271147,1
86,8.617982,2.4940522,1
87,6.8463182,0.6845914,1
88,11.440672,3.8753753,1
89,10.447157,2.3457983,0
90,11.997571,2.803247,1
91,6.001108,0.2444865,1
92,12.530077,1.7452478,1
93,10.210612,1.559064,0
94,12.360687,1.440877,1
95,4.999877,-0.34065452,4
96,11.959287,1.1537282,1
97,12.376841,1.4023261,1
98,5.8570457,-0.34319913,2
99,12.368271,1.3597339,1
100,11.659318,1.1809213,1
