,UMAP 1,UMAP 2,discretized FADY
0,4.309121,7.757004,1
1,11.457897,9.183257,1
2,4.4833646,8.401251,1
3,6.844703,5.9278846,1
4,4.718633,4.800679,1
5,4.8092575,4.8907323,1
6,5.5318704,5.197218,1
7,7.5109296,5.024117,1
8,12.702912,9.458759,2
9,11.419656,9.534385,1
10,10.767465,9.52869,1
11,4.520426,7.261371,1
12,4.6663623,4.739967,0
13,8.086993,9.167287,0
14,8.464456,9.348168,0
15,12.573551,9.669173,1
16,8.147706,4.900303,1
17,5.3821692,7.3686385,1
18,11.085576,8.782599,1
19,6.01806,6.397667,1
20,5.349474,7.990532,1
21,10.973415,9.744433,1
22,4.6909075,7.548198,1
23,6.637367,5.5557504,1
24,9.289537,8.993397,0
25,11.11455,9.375438,1
26,9.520596,8.5837345,0
27,10.319934,8.833648,1
28,9.201656,8.272806,0
29,4.291278,8.101732,1
30,5.5524898,6.7358856,1
31,9.223954,8.218988,0
32,7.776958,4.8326902,1
33,8.314027,9.052278,0
34,7.8009768,5.023333,1
35,6.723935,5.9759917,1
36,11.2054,9.940077,3
37,7.3789153,5.24927,1
38,8.531963,9.290563,1
39,9.027559,8.571758,0
40,5.038902,7.565285,1
41,12.398068,9.423102,2
42,11.867777,9.017517,1
43,4.4087315,7.1552215,1
44,6.8193183,5.887917,0
45,11.992304,9.767546,2
46,5.149226,6.977986,1
47,11.154657,8.942724,1
48,5.121819,7.8011327,1
49,8.262414,4.432598,1
50,12.313924,9.034955,0
51,9.12915,9.0699215,0
52,4.440441,7.298445,1
53,12.544202,9.78129,1
54,11.933699,8.878715,1
55,8.357409,9.395693,0
56,12.740124,9.590156,2
57,8.598233,9.226342,0
58,7.5773597,4.7084136,1
59,6.752052,6.2151074,1
60,5.668274,8.260864,0
61,8.211376,4.877723,0
62,6.61689,5.4605885,1
63,5.247416,5.4729524,1
64,8.912041,9.45921,1
65,8.107592,4.545898,0
66,4.8639984,4.955485,0
67,8.246147,4.343838,1
68,10.766417,8.811772,1
69,4.605369,7.3234153,1
70,5.788446,5.61477,1
71,4.514787,8.352695,0
72,9.556373,9.334567,1
73,5.9902678,6.5106516,1
74,7.9883995,8.850004,0
75,4.4018283,7.6396995,1
76,8.914432,8.266048,0
77,6.688544,5.4403176,1
78,11.488529,9.744405,1
79,6.2285028,6.0930896,1
80,4.9457707,5.005467,1
81,12.453441,9.1224785,1
82,10.870305,9.181192,1
83,4.220551,8.054954,1
84,9.179405,8.492158,0
85,8.319511,4.4316053,1
86,9.592715,8.76035,1
87,11.677166,8.855016,1
88,4.751513,7.044987,1
89,6.181457,5.6897492,0
90,6.6071606,6.2157354,1
91,11.454929,9.916979,1
92,6.868264,5.753922,1
93,8.740622,8.803518,0
94,4.171688,8.185076,1
95,12.626595,9.82358,4
96,7.8661156,4.465154,1
97,7.6021204,4.9771,1
98,12.486551,9.222329,2
99,7.2581315,5.392373,1
100,8.103216,5.0423284,1
