,UMAP 1,UMAP 2,discretized FADY
0,10.732835,2.766227,1
1,10.522805,8.120604,1
2,11.046061,2.6198912,1
3,7.6628776,2.2306147,1
4,9.971584,-0.23857827,1
5,10.052272,-0.36723042,1
6,10.135697,-0.069094755,1
7,6.6602373,2.568327,1
8,10.722785,9.291762,2
9,8.921754,4.8762383,1
10,10.562086,7.5880914,1
11,10.263841,2.7871616,1
12,9.913846,-0.43582824,0
13,10.653019,3.9765615,0
14,10.815319,4.8385015,0
15,10.809997,9.1047125,1
16,6.212732,3.2659972,1
17,8.567958,3.1253865,1
18,9.989964,8.182003,1
19,8.558301,2.4254637,1
20,8.6027565,4.6434135,1
21,10.572583,7.2828813,1
22,10.234402,2.7670903,1
23,8.539738,4.1698627,1
24,11.295482,5.616857,0
25,10.5065565,7.7135997,1
26,11.665471,5.371544,0
27,10.975713,7.0903563,1
28,11.804369,5.0908227,0
29,10.860844,2.3817532,1
30,9.27266,2.4171984,1
31,11.811454,5.0816817,0
32,6.5570035,2.6823885,1
33,10.466278,5.26573,0
34,6.4645085,2.814961,1
35,8.099998,2.9455278,1
36,10.840282,7.3649125,3
37,7.2697535,3.0166323,1
38,10.5241375,5.1609197,1
39,11.717618,5.066563,0
40,9.240256,3.001418,1
41,10.574488,9.055939,2
42,10.417301,8.348544,1
43,8.596371,4.5988193,1
44,7.91751,3.2129002,0
45,10.878221,8.495575,2
46,9.68257,2.548823,1
47,10.196866,8.0343485,1
48,9.800272,2.953587,1
49,5.8434258,3.2654426,1
50,10.187731,8.863053,0
51,10.903855,5.638877,0
52,8.704591,4.09115,1
53,11.222427,8.819584,1
54,10.261163,8.533075,1
55,10.378702,5.1302834,0
56,10.654805,8.911803,2
57,10.646661,4.8499246,0
58,6.367266,2.5070071,1
59,7.890186,2.2456598,1
60,8.708317,4.7206225,0
61,6.288147,3.3467457,0
62,7.816376,3.286254,1
63,9.9437,0.03945783,1
64,10.782992,5.075401,1
65,5.6632724,3.482918,0
66,10.008212,-0.24778137,0
67,5.70985,3.3900752,1
68,10.061341,8.104847,1
69,10.111095,2.6527646,1
70,8.276884,2.3715646,1
71,11.053591,2.3957458,0
72,10.747774,5.7912483,1
73,8.45862,2.5230834,1
74,10.533285,3.5850394,0
75,10.515646,2.8554506,1
76,11.681182,4.7787685,0
77,7.8963904,2.9429033,1
78,10.941579,7.9589596,1
79,8.157987,2.2029564,1
80,10.15691,0.09559536,1
81,10.383454,9.301888,1
82,10.436131,7.6786203,1
83,10.971633,2.697696,1
84,11.508922,5.2429457,0
85,5.738645,3.371203,1
86,11.228662,5.5569744,1
87,9.995259,8.498244,1
88,9.977366,2.5629456,1
89,8.095238,3.3439553,0
90,8.102264,2.0521889,1
91,10.91833,7.584317,1
92,7.47378,2.3003893,1
93,8.883496,4.47631,0
94,10.968229,2.3437796,1
95,11.005646,8.934062,4
96,6.1414714,3.1879733,1
97,6.624639,2.7526658,1
98,10.523286,8.915027,2
99,6.958387,2.3983998,1
100,6.108625,2.9713025,1
