,UMAP 1,UMAP 2,discretized FADY
0,-3.4358528,-2.9398139,1
1,10.493571,6.749039,1
2,-2.9020855,-2.3968942,1
3,-6.5001216,-2.0749907,1
4,-4.253202,-0.5758477,1
5,-4.0673184,-0.772332,1
6,-5.095775,-0.91634923,1
7,-6.9610085,-0.7005153,1
8,10.346882,5.6218615,2
9,9.795395,5.8717074,1
10,9.812337,6.7340345,1
11,-3.9933827,-3.0361223,1
12,-4.3299155,-0.521391,0
13,3.4149544,5.370243,0
14,3.6479373,5.2632766,0
15,10.521959,5.425879,1
16,-6.597719,0.051556014,1
17,-5.2152624,-2.5253534,1
18,10.5747175,6.1107626,1
19,-5.7765555,-2.3835206,1
20,-3.828039,-2.399206,1
21,9.55303,6.1351705,1
22,-3.8716226,-2.7499244,1
23,-6.894206,-1.5814797,1
24,4.3006287,5.4398785,0
25,9.743348,5.7905793,1
26,4.793307,5.6331058,0
27,10.227489,6.4273276,1
28,4.7828164,5.9035788,0
29,-3.1711776,-2.5558712,1
30,-5.2878695,-2.591929,1
31,4.776641,5.5656867,0
32,-6.91138,-0.43527132,1
33,3.720065,5.242703,0
34,-6.8983116,-0.2670439,1
35,-6.51344,-2.1468215,1
36,9.396051,5.7731647,3
37,-6.9145765,-0.99844384,1
38,3.7041547,4.937295,1
39,4.4385834,5.8164907,0
40,-4.4401736,-3.0760646,1
41,10.575552,5.77242,2
42,10.971325,6.2634015,1
43,-4.104682,-2.4075146,1
44,-6.6172295,-1.7403274,0
45,9.950601,5.5215845,2
46,-4.8427386,-2.7589571,1
47,10.311045,6.7481184,1
48,-4.1096883,-2.7366061,1
49,-6.86559,0.28915522,1
50,10.908216,5.6573424,0
51,4.2590613,5.239416,0
52,-4.2843976,-2.964055,1
53,10.241008,5.5041304,1
54,10.743816,6.4959903,1
55,3.245328,5.137688,0
56,10.120287,5.303903,2
57,3.6310828,5.0714064,0
58,-7.167162,-0.5122969,1
59,-6.5656285,-2.2060137,1
60,2.9955788,5.076119,0
61,-6.3982224,-0.08069533,0
62,-6.4331055,-1.5149688,1
63,-4.8065696,-1.1900536,1
64,3.6564007,4.921432,1
65,-6.902577,0.4636366,0
66,-4.0353274,-0.862914,0
67,-7.0325623,0.3937795,1
68,10.329314,6.525458,1
69,-4.0838513,-2.9164934,1
70,-5.579072,-1.4720012,1
71,-3.056988,-2.4298,0
72,4.0857224,4.9116287,1
73,-5.656936,-2.2902045,1
74,-4.3338137,-3.1285057,0
75,-3.7456982,-2.7801208,1
76,4.5750527,5.9587283,0
77,-6.7506766,-1.8159966,1
78,9.644897,6.049239,1
79,-6.096806,-2.0088282,1
80,-4.2379227,-0.65399414,1
81,10.929629,5.7368712,1
82,9.884689,6.466516,1
83,-3.2616892,-2.706568,1
84,4.5919595,5.6565704,0
85,-7.0387406,0.41266537,1
86,4.543773,5.312051,1
87,10.650015,6.607395,1
88,-4.4660096,-2.7388,1
89,-6.058158,-1.6206043,0
90,-6.371968,-2.3314507,1
91,9.472686,6.0824256,1
92,-6.940083,-1.8803493,1
93,4.047575,5.5262885,0
94,-3.188912,-2.5971277,1
95,10.518127,5.456649,4
96,-6.203528,0.08844582,1
97,-7.0705905,-0.54918736,1
98,10.8731165,6.059282,2
99,-6.9273806,-1.2920034,1
100,-6.4934616,0.07737303,1
