,UMAP 1,UMAP 2,discretized FADY
0,14.463286,14.702725,1
1,9.883343,15.095975,1
2,14.314708,14.522638,1
3,16.106413,14.415361,1
4,5.6873794,12.303184,1
5,5.650273,12.493083,1
6,5.6976957,12.063888,1
7,16.128923,14.026338,1
8,8.018504,16.06963,2
9,10.689746,13.526775,1
10,9.250657,14.599197,1
11,15.856294,14.199218,1
12,5.661891,12.168844,0
13,13.217991,14.545421,0
14,13.091632,14.703404,0
15,7.8730597,15.943649,1
16,12.956395,12.811419,1
17,11.82972,12.944829,1
18,8.703447,14.882762,1
19,14.77031,13.557874,1
20,11.915676,13.712306,1
21,9.564032,15.724739,1
22,15.484595,14.535044,1
23,10.942208,13.294094,1
24,12.3496275,14.666613,0
25,8.701782,15.527869,1
26,9.168517,14.469463,0
27,9.24893,15.682727,1
28,12.7276325,14.582224,0
29,15.906194,14.771893,1
30,16.221664,14.199413,1
31,13.568883,14.673504,0
32,15.124735,13.406591,1
33,10.965789,14.498728,0
34,15.001414,13.3794985,1
35,12.481382,13.06066,1
36,7.6496267,15.720097,3
37,12.69123,12.846356,1
38,9.510971,15.412518,1
39,15.671581,13.729908,0
40,12.008145,12.694815,1
41,8.336456,16.1281,2
42,8.771983,14.621254,1
43,10.87902,13.325729,1
44,12.455892,13.204957,0
45,8.194787,16.026264,2
46,15.599081,14.245184,1
47,9.671625,15.344098,1
48,12.168918,12.6666355,1
49,15.381494,13.144483,1
50,8.942503,15.359804,0
51,12.916317,14.120386,0
52,12.935744,13.221716,1
53,6.0861645,12.774483,1
54,9.018473,14.82543,1
55,11.515579,13.696782,0
56,7.8445544,15.855069,2
57,12.404439,14.680356,0
58,15.558267,13.053407,1
59,15.136471,14.224966,1
60,12.048066,13.904961,0
61,15.597633,13.7359495,0
62,11.789855,13.089121,1
63,6.06224,12.138924,1
64,9.69568,14.791676,1
65,15.408393,13.798643,0
66,5.7876983,12.415302,0
67,15.813344,13.246709,1
68,9.153329,14.997694,1
69,15.852724,14.703103,1
70,13.457214,13.544923,1
71,13.747464,14.697916,0
72,9.958105,15.203807,1
73,15.028563,14.306619,1
74,15.712096,14.843206,0
75,14.772013,14.136358,1
76,12.035155,14.681598,0
77,12.29056,12.749347,1
78,8.4842415,14.66761,1
79,14.116127,13.804209,1
80,5.9036403,12.391958,1
81,9.091267,16.073664,1
82,9.202429,15.427818,1
83,14.623147,14.809807,1
84,11.641738,14.507508,0
85,15.665103,13.140975,1
86,9.525023,14.846814,1
87,9.061047,15.181174,1
88,15.694097,14.500231,1
89,11.517291,13.318938,0
90,13.852464,14.807513,1
91,8.335438,15.612189,1
92,16.112125,14.108347,1
93,10.916725,13.358333,0
94,14.941853,14.698636,1
95,7.6057444,15.63998,4
96,13.05137,13.1547575,1
97,14.657695,13.4045105,1
98,8.500939,16.036196,2
99,16.207142,13.8689,1
100,12.733326,12.940329,1
