,UMAP 1,UMAP 2,discretized FADY
0,11.508859,10.1406145,1
1,6.907102,3.4620378,1
2,11.897425,10.499715,1
3,12.96838,11.78016,1
4,8.937362,4.872165,1
5,8.874778,4.831115,1
6,8.787462,4.6973963,1
7,12.485148,11.578978,1
8,7.6071734,2.5404208,2
9,11.265324,6.7762966,1
10,6.2969475,2.961969,1
11,13.236704,11.589663,1
12,9.0459795,4.9571633,0
13,11.6351185,9.648899,0
14,12.004308,9.61495,0
15,7.943338,2.937914,1
16,12.428005,6.8525352,1
17,12.398804,7.068275,1
18,6.8130417,2.8079264,1
19,13.6224165,10.187578,1
20,11.994918,7.211579,1
21,7.727582,3.9482696,1
22,13.25898,11.176818,1
23,11.554565,6.9115787,1
24,12.515298,9.164644,0
25,7.8428597,3.6792376,1
26,6.120674,2.9497514,0
27,7.783094,3.7910328,1
28,12.817228,9.505539,0
29,13.026307,12.012803,1
30,13.326678,11.960016,1
31,11.437997,10.018648,0
32,13.579646,10.214883,1
33,11.926335,7.964466,0
34,13.802599,10.303076,1
35,12.872536,7.2875896,1
36,8.084209,2.5237796,3
37,12.980567,7.3669314,1
38,7.246498,3.1601024,1
39,12.894869,10.206038,0
40,12.810791,7.0876193,1
41,7.625222,2.4384422,2
42,6.3065166,2.6665833,1
43,11.4655,6.810976,1
44,12.55071,7.1607146,0
45,7.720992,3.0819771,2
46,13.601727,11.620107,1
47,7.077587,3.4905148,1
48,13.217339,7.731956,1
49,13.750172,10.722024,1
50,6.783286,2.4994707,0
51,12.012549,9.221185,0
52,13.150598,7.6478715,1
53,8.590582,4.010165,1
54,6.6008077,2.6658776,1
55,11.965383,7.7284164,0
56,7.9657407,2.4675043,2
57,12.12443,9.106181,0
58,13.858129,11.46903,1
59,13.579784,10.692972,1
60,12.346136,8.378648,0
61,12.887097,10.510977,0
62,12.2442665,6.9481983,1
63,8.534269,5.089265,1
64,6.4441085,3.5153513,1
65,13.853192,11.446605,0
66,8.646948,4.870743,0
67,13.797878,11.790147,1
68,6.991307,3.2397525,1
69,12.840729,11.868259,1
70,11.264396,9.62589,1
71,11.230302,9.822522,0
72,6.7421436,3.718404,1
73,13.346674,10.482569,1
74,12.783136,11.210204,0
75,13.67349,10.391887,1
76,12.365413,8.786346,0
77,12.902282,7.6059637,1
78,6.6971545,2.4769375,1
79,11.983472,10.150481,1
80,8.788771,4.713744,1
81,7.7034807,3.3439372,1
82,7.361344,3.620365,1
83,11.624852,10.593952,1
84,12.198828,8.170204,0
85,13.430573,12.001053,1
86,6.500767,3.241144,1
87,6.8155956,3.0717459,1
88,12.961207,11.469348,1
89,11.65276,7.3787236,0
90,11.526685,10.556185,1
91,7.036628,2.3296323,1
92,13.280536,11.81801,1
93,11.425137,6.834278,0
94,11.781363,10.506314,1
95,8.121412,2.7159426,4
96,11.179288,9.542019,1
97,13.544162,9.860328,1
98,7.501755,2.6078901,2
99,12.533115,11.83441,1
100,12.744953,6.911388,1
