,Levered_Free_Cash_Flow,Trailing_Annual_Dividend_Yield,Profit_Margin,Return_on_Equity,5_Year_Average_Dividend_Yield,discretized FADY
24,-0.381954216385075,-0.1533815382200896,0.0378377252070702,-0.0425524071914032,-0.7726247729083382,0
25,0.6293764071877623,0.9059082788872418,0.5459532598052097,-0.0825192132778322,0.9518022635966767,1
26,-0.3228935697328555,0.1981731609072344,-0.2535071273423605,-0.181674009140681,-0.4399941770342744,0
27,0.3367275850121578,0.688499451795344,-0.1410138870955087,-0.1738529757771675,0.2690341983814934,1
28,-0.4956791413291662,-0.14875581849473,-0.5284203830018017,-0.1991056343491899,-0.6184053882257717,0
29,-0.4119032730599213,-0.5465677148756493,1.1615061586840507,-0.1376641264849781,-1.150098555122713,1
30,-0.4266180009123518,-0.5465677148756493,0.1326353995723947,-0.2547807871064044,-1.0825753639605686,1
31,-0.0926234080663367,-0.2643988116287182,-0.7685744913939572,-0.1106881893752324,-0.991460691246538,0
32,-0.3879266413274343,-0.5465677148756493,-0.959433809116144,-0.2983267101557972,-0.9645807272003621,1
33,-0.2936950477924324,0.0501501296957295,0.720380980637407,-0.0878216087785193,-0.5537888545701384,0
34,-0.4200669143533551,-0.5465677148756493,-1.041591793566092,-0.3079373020007926,-0.9798863154826811,1
35,-0.4153858604040881,-0.5465677148756493,-0.2326516389819891,-0.1710692181393068,-1.0896751236518212,1
36,-0.4584510258551267,1.9513209368184947,1.6702536777779589,-0.1522457141118676,0.9430488268631492,3
37,-0.4265124880717035,-0.5465677148756493,-0.6851525379524716,-0.2038777902998083,-1.0784488710735753,1
38,-0.2452520454821849,0.5451021403091987,0.7728356937862199,0.0419545211007974,-0.46193166515209694,1
39,-0.3268751863610951,-0.2967788497062348,-0.106254739828223,-0.2075231872065306,-0.6976133172819154,0
40,-0.418985905438788,-0.5465677148756493,0.3993328567868411,0.1733213696303202,-1.2154294346549186,1
41,-0.6991563411014899,1.11869138625378,-0.288898259105415,-0.2364212426852753,1.2669259860036846,2
42,-0.3879266413274343,0.4387105866259296,0.0511093996182157,-0.066280627056978,0.3828288759173572,1
43,-0.3434652556454264,-0.5465677148756493,0.4732750427917943,-0.1208737090963006,-0.5973971333619512,1
44,-0.2930314450210591,-0.491059078171335,-0.3697922745638253,-0.196984676148915,-1.16036592627253,0
45,0.1568912339700063,1.1603228637820155,0.4227162831302878,-0.1147312659445064,1.8008856267488926,2
46,-0.5611269646558533,-0.5465677148756493,0.2343849033911764,-0.1994370340679828,-1.1009319892510263,1
47,-0.1808825766589794,0.3970791090976939,0.0068704849143975,-0.0933228441104822,0.0852120269774053,1
48,-0.4160395091338908,-0.5465677148756493,0.5162499885040748,0.3218547235933177,-1.1384387677361874,1
49,-0.4288377521825953,-0.5465677148756493,-2.5254913896313056,-0.4112677343204324,-1.1006006220818376,1
50,-0.7522445628113502,0.4849677838795249,-1.1294376384779594,-0.3037616655440015,0.9605557003302052,0
51,-0.1702649323170073,-0.2921531299808753,0.1749783607889065,-0.1894950425041945,-1.096501932048874,0
52,-0.3693457637289832,-0.5465677148756493,0.4663232133383372,-0.208583666306668,-1.189554539386046,1
53,1.1383597328310473,7.3079043787848255,-0.7925899022331727,-0.2357584432476895,0.839724578234682,1
54,-0.3832814219278215,0.6052364967388727,-0.1011988638620723,-0.2421875977922725,0.2777876351150212,1
55,-0.2731233618798616,-0.1163757804172133,0.9952942362968484,0.5145305200995351,-0.3174460627648824,0
56,-0.2936950477924324,1.4378660473035874,-0.2377075149481397,-0.2527923887936467,2.658722426634636,2
57,-0.2173807290845083,-0.0932471817904157,0.6521266550943732,0.0474557564327602,-0.4399941770342744,0
58,-0.612887980822967,-0.5465677148756493,-0.932890460293853,-0.6994529297827763,-0.9435738887526826,1
59,-0.3773089969854623,-0.5465677148756493,-0.2446593444015968,-0.0911356059664488,-1.0823584283488812,1
60,-0.3102851170767637,-0.1533815382200896,2.0671399411207845,9.296026548618716,-0.5275285443695543,0
61,-0.3567373110728914,-0.3430360469598301,-1.5718267855161403,-0.3170839342394778,-1.0877484953153462,0
62,-0.2220259484841211,-0.5465677148756493,-0.4607980419545369,0.0060970715274008,-1.359105034054714,1
63,1.4986960376867235,-0.5465677148756493,0.5472172287967476,-0.1455514397922502,-0.8745163023252861,1
64,-0.3195755558759893,0.2213017595340319,0.8455139107996354,-0.0378465311845434,-0.3787201198995784,1
65,-0.7953787429506116,-0.2736502510794372,-3.3047282729142733,-0.3754102847470359,-1.367858470788242,0
66,2.8909346520278083,-0.1996387354736848,1.298646794265887,-0.0339360145027867,-0.7726247729083382,0
67,-0.5286104288585639,-0.5465677148756493,-3.334431544215408,-0.4392378705865569,-1.2165739919174219,1
68,-0.1636289046032748,0.4664649049780868,-0.1132065692816801,-0.1826682082970598,0.1902532677797411,1
69,-0.3924869195723113,-0.5465677148756493,0.4966584691352411,-0.1518480344493161,-1.195673459440513,1
70,0.7415252755498422,-0.5465677148756493,-0.0594878871413295,-0.1524445539431434,-1.0878976874440105,1
71,0.4813929891715269,-0.5326905556995707,1.7277642668929227,0.165301496435531,-1.516666895258218,0
72,-0.3434652556454264,0.2721846765129868,0.4214523141387502,-0.0594537928498434,-0.5275285443695543,1
73,-0.3408108445599334,-0.5465677148756493,0.0062385004186287,-0.11448142877053036,-1.226240954333359,1
74,-0.4325313652080589,-0.3661646455866277,0.4043887327529918,-0.0773493776646623,-1.359105034054714,0
75,-0.4382595843305528,-0.5465677148756493,0.7538761589131551,-0.0691969445823559,-1.2068795842415336,1
76,-0.4596090126911731,-0.0654928634382585,-0.1738770808754879,-0.1049881142119938,-0.3174460627648824,0
77,-0.2956858561065522,-0.5465677148756493,-0.3944396698988097,0.0106703876467435,-1.1093280885338075,1
78,-0.3434652556454264,0.679248012344625,1.0515408564202742,0.0216728583106692,0.7242129085249491,1
79,-0.1576564796609155,-0.5465677148756493,-0.1157345072647555,-0.1684180203889633,-1.1165217082892023,1
80,3.1338132663504186,-0.5465677148756493,0.6445428411451474,-0.0617073109376354,-0.7533377025162349,1
81,-0.0375443780423567,0.7810138463025347,-0.3609444916230616,-0.0021216414986641,0.750473218725533,1
82,0.1967074002524014,0.5034706627809631,0.3430862366634153,-0.0474571230295388,0.5578976105879169,1
83,-0.2206987429413746,-0.5465677148756493,0.9927662983137728,-0.1790228113903375,-1.3292349404112354,1
84,-0.3501012833591589,-0.0978729015157753,-0.3799040264961266,-0.0332069351214422,-0.8251453933095062,0
85,-0.4733382904281143,-0.5465677148756493,-2.9937919009960083,-0.4782767574603657,-1.1892738268236664,1
86,-0.3852722302419413,0.2999389948651439,-0.035472476302114,-0.09104873793636822,-0.6150629117048344,1
87,-0.2784321840508476,0.4710906247034464,-0.2080042436470046,-0.046909931641169494,0.0151845331091813,1
88,-0.3666913526434902,-0.5465677148756493,0.3974369032995347,-0.1556259912435556,-1.1763758928072379,1
89,0.1124298482879983,-0.3569132061359087,-0.3053298559954046,-0.2166698194452159,-1.1143987370920887,0
90,-0.3481104750450391,-0.5465677148756493,-0.2244358405369942,-0.1442921208608369,-1.0973417853537082,1
91,-0.4641334563863959,0.9059082788872418,1.5451207476157307,0.0091459489402959,0.6279251044561409,1
92,-0.4183986169861227,-0.5465677148756493,-0.4051834063268798,-0.2433806367799272,-1.008126477716615,1
93,-0.4271449015128222,-0.2921531299808753,0.2704080196499998,0.1494605898772283,-0.7193724646246101,0
94,-0.1948182348578177,-0.5465677148756493,1.338461817499323,-0.1374652866537023,-1.2442345676949855,1
95,-0.2432612371680652,3.3251596952502736,-1.0725590338587645,-0.3725602471654167,2.299831520559988,4
96,0.9717954372163607,-0.5465677148756493,-1.6584086614364704,-0.3588402988073887,-0.9802270296155646,1
97,-0.3421380501026799,-0.5465677148756493,-0.8722199487000454,-0.285799800785424,-0.9569755227656017,1
98,-0.523301606687578,1.0030483931197918,-0.1903086777654774,-0.2246896926400051,0.7417197819920052,2
99,-0.3474468722736659,-0.5465677148756493,-0.6036265379982926,-0.2695612145645697,-0.9743791132778125,1
100,-0.4169300640530737,-0.5465677148756493,-1.535803669257317,-0.472576682297127,-1.014716557476893,1
