,Payout_Ratio,Levered_Free_Cash_Flow,Return_on_Equity,Profit_Margin,5_Year_Average_Dividend_Yield,discretized FADY
0,-0.8201327901782199,0.0308067074090882,-0.0680039055947013,0.7804195077354459,-1.5516806421923297,1
1,1.5409466892618071,-0.2200351401700013,0.4721113560940383,0.272935957633075,0.0764585902438773,1
2,-0.8201327901782199,-0.263832923080636,0.200429866627583,2.6612053671434848,-0.6528593680749283,1
3,-0.8201327901782199,-0.4038358541683366,-0.2289978889843134,-0.3306092358261578,-0.38867153329714765,1
4,-0.8201327901782199,4.240702689001004,-0.125269777002122,0.4865467172029398,-0.1717130961175159,1
5,-0.8201327901782199,4.240702689001004,-0.125269777002122,0.4865467172029398,-0.30919802424414894,1
6,-0.8201327901782199,1.9598999637911343,-0.2101081050131156,-0.7041120728255366,0.34121662851656687,1
7,-0.8201327901782199,-0.271796156337115,-0.2906382366798009,-0.8734839176915831,0.4637584247488647,1
8,2.207758795530067,-0.6507133387912425,-0.2331072454973459,-0.1934686002443216,1.2931862962042688,2
9,1.5357776031667043,0.1356559452860622,0.5936687729472903,0.8493058177742483,0.9342953901296208,1
10,1.2073418251240196,-0.2352980039115861,-0.2321793262847256,0.7696757713073759,-0.0548429607590425,1
11,-0.8201327901782199,-0.4173049996188996,-0.2260152915151769,0.4827548102283267,-0.2554645466511107,1
12,-0.2105782529634066,4.99853705390926,0.8465267583863062,0.6666622984970564,-0.9389400708453702,0
13,-0.2515333197169133,-0.0846601748098577,0.025251975273633,0.7007894612685733,-0.6588300953724744,0
14,0.3842642699807295,-0.1516840547185562,0.212360256504129,0.8644734456727003,-0.8864194504442022,0
15,2.230423249947056,0.3858341900937785,-0.1849880063286104,-0.1049907708366854,0.6366785411896692,1
16,-0.8201327901782199,-0.3812906136137018,-0.8263790220804739,-1.7942853280267688,-0.39856063575700285,1
17,-0.8201327901782199,-0.3248843780469753,0.2158730935233342,0.1509629499496908,-1.236556919785322,1
18,1.0133022855540073,-0.2711325535657418,-0.217133779051526,-0.4993490961964354,1.118117561533709,1
19,-0.8201327901782199,-0.3726637775858495,-0.2220384948896615,-0.0082971429840542,-0.1122529902862313,1
20,-0.8201327901782199,-0.0196271032152789,2.014975886906468,0.6913096938320408,0.20153126682161054,1
21,1.3982003886355068,0.4521944672311038,0.1065774662654214,1.5514405925734192,1.0305831941984287,1
22,-0.8201327901782199,-0.3895398596646427,-0.0750958595768703,0.6104156783736306,0.18496572659773025,1
23,-0.8201327901782199,-0.2518880731959175,-0.0281033794520309,-0.389383793932659,0.09935698054240671,1
24,0.614885034223777,-0.381954216385075,-0.0425524071914032,0.0378377252070702,-0.7726247729083382,0
25,1.0419310700807305,0.6293764071877623,-0.0825192132778322,0.5459532598052097,0.9518022635966767,1
26,0.2852563901591454,-0.3228935697328555,-0.181674009140681,-0.2535071273423605,-0.4399941770342744,0
27,0.4423170830488069,0.3367275850121578,-0.1738529757771675,-0.1410138870955087,0.2690341983814934,1
28,-0.0670367083224753,-0.4956791413291662,-0.1991056343491899,-0.5284203830018017,-0.1940347877760416,0
29,-0.8201327901782199,-0.4119032730599213,-0.1376641264849781,1.1615061586840507,-0.2871422269780428,1
30,-0.8201327901782199,-0.4266180009123518,-0.2547807871064044,0.1326353995723947,-0.585154116347476,1
31,0.2582180936616847,-0.0926234080663367,-0.1106881893752324,-0.7685744913939572,-0.991460691246538,0
32,-0.8201327901782199,-0.3879266413274343,-0.2983267101557972,-0.959433809116144,-0.6866284238510881,1
33,0.0844572764647678,-0.2936950477924324,-0.0878216087785193,0.720380980637407,-0.5537888545701384,0
34,-0.8201327901782199,-0.4200669143533551,-0.3079373020007926,-1.041591793566092,-0.3281827726561316,1
35,-0.8201327901782199,-0.4153858604040881,-0.1710692181393068,-0.2326516389819891,-0.12152736729780818,1
36,0.7313882823672476,-0.4584510258551267,-0.1522457141118676,1.6702536777779589,0.9430488268631492,3
37,-0.8201327901782199,-0.4265124880717035,-0.2038777902998083,-0.6851525379524716,0.3138999220863431,1
38,-0.045565119927433,-0.2452520454821849,0.0419545211007974,0.7728356937862199,0.6150863843374472,1
39,0.0124876931406444,-0.3268751863610951,-0.2075231872065306,-0.106254739828223,0.8392644801309395,0
40,-0.8201327901782199,-0.418985905438788,0.1733213696303202,0.3993328567868411,0.8633877670799505,1
41,1.8013891040535248,-0.6991563411014899,-0.2364212426852753,-0.288898259105415,1.2669259860036846,2
42,1.91113277807263,-0.3879266413274343,-0.066280627056978,0.0511093996182157,0.3828288759173572,1
43,-0.8201327901782199,-0.3434652556454264,-0.11462143067232107,0.4732750427917943,0.6136422437396841,1
