,Payout_Ratio,Levered_Free_Cash_Flow,Return_on_Equity,Profit_Margin,5_Year_Average_Dividend_Yield,discretized FADY
44,-0.7493560728760432,-0.2930314450210591,-0.196984676148915,-0.3697922745638253,0.9159069259813316,0
45,1.7170932385026176,0.1568912339700063,-0.1147312659445064,0.4227162831302878,1.8008856267488926,2
46,-0.8201327901782199,-0.5611269646558533,-0.1994370340679828,0.2343849033911764,0.5514422428595583,1
47,1.209727557167913,-0.1808825766589794,-0.0933228441104822,0.0068704849143975,0.0852120269774053,1
48,-0.8201327901782199,-0.4160395091338908,0.3218547235933177,0.5162499885040748,0.26566955035234935,1
49,-0.8201327901782199,-0.4288377521825953,-0.4112677343204324,-2.5254913896313056,0.2842294839213819,1
50,2.1723704368789787,-0.7522445628113502,-0.3037616655440015,-1.1294376384779594,0.9605557003302052,0
51,0.5910277137848411,-0.1702649323170073,-0.1894950425041945,0.1749783607889065,-1.096501932048874,0
52,-0.8201327901782199,-0.3693457637289832,-0.208583666306668,0.4663232133383372,-0.4832568077271003,1
53,0.306330356546872,1.1383597328310473,-0.2357584432476895,-0.7925899022331727,0.4950444851991113,1
54,1.5453205313422786,-0.3832814219278215,-0.2421875977922725,-0.1011988638620723,0.2777876351150212,1
55,0.1047359988378634,-0.2731233618798616,0.5145305200995351,0.9952942362968484,-0.3174460627648824,0
56,1.8089439221925208,-0.2936950477924324,-0.2527923887936467,-0.2377075149481397,2.658722426634636,2
57,0.147679175627948,-0.2173807290845083,0.0474557564327602,0.6521266550943732,-0.4399941770342744,0
58,-0.8201327901782199,-0.612887980822967,-0.6994529297827763,-0.932890460293853,-0.2532369379862018,1
59,-0.8201327901782199,-0.3773089969854623,-0.0911356059664488,-0.2446593444015968,-0.5129168629922143,1
60,-0.0443722539054861,-0.3102851170767637,9.296026548618716,2.0671399411207845,-0.5275285443695543,0
61,-0.3823509601237454,-0.3567373110728914,-0.3170839342394778,-1.5718267855161403,-1.0877484953153462,0
62,-0.8201327901782199,-0.2220259484841211,0.0060970715274008,-0.4607980419545369,-1.359105034054714,1
63,-0.8201327901782199,1.4986960376867235,-0.1455514397922502,0.5472172287967476,-0.9569397535666235,1
64,0.4693553795462677,-0.3195755558759893,-0.0378465311845434,0.8455139107996354,-0.3787201198995784,1
65,0.4347622649098105,-0.7953787429506116,-0.3754102847470359,-3.3047282729142733,-1.367858470788242,0
66,0.227998821105699,2.8909346520278083,-0.0339360145027867,1.298646794265887,-0.7726247729083382,0
67,-0.8201327901782199,-0.5286104288585639,-0.4392378705865569,-3.334431544215408,-0.9453821506913865,1
68,1.0610169264318792,-0.1636289046032748,-0.1826682082970598,-0.1132065692816801,0.1902532677797411,1
69,-0.8201327901782199,-0.3924869195723113,-0.1518480344493161,0.4966584691352411,-0.6338952884304928,1
70,-0.8201327901782199,0.7415252755498422,-0.1524445539431434,-0.0594878871413295,-0.8559678689048305,1
71,-0.7362345466346286,0.4813929891715269,0.165301496435531,1.7277642668929227,-1.516666895258218,0
72,0.6136921682018303,-0.3434652556454264,-0.0594537928498434,0.4214523141387502,-0.5275285443695543,1
73,-0.8201327901782199,-0.3408108445599334,-0.05360556550696279,0.0062385004186287,-1.0599328526547687,1
74,-0.2893074104118952,-0.4325313652080589,-0.0773493776646623,0.4043887327529918,-1.359105034054714,0
75,-0.8201327901782199,-0.4382595843305528,-0.0691969445823559,0.7538761589131551,-0.8872189530102053,1
76,-0.3040194246825723,-0.4596090126911731,-0.1049881142119938,-0.1738770808754879,-0.3174460627648824,0
77,-0.8201327901782199,-0.2956858561065522,0.0106703876467435,-0.3944396698988097,-0.3139394704151748,1
78,2.209349283559329,-0.3434652556454264,0.0216728583106692,1.0515408564202742,0.7242129085249491,1
79,-0.8201327901782199,-0.1576564796609155,-0.1684180203889633,-0.1157345072647555,0.151173743631876,1
80,-0.8201327901782199,3.1338132663504186,-0.0617073109376354,0.6445428411451474,0.22407281157663056,1
81,2.3807243687123525,-0.0375443780423567,-0.0021216414986641,-0.3609444916230616,0.750473218725533,1
82,1.0705598546074533,0.1967074002524014,-0.0474571230295388,0.3430862366634153,0.5578976105879169,1
83,-0.8201327901782199,-0.2206987429413746,-0.1790228113903375,0.9927662983137728,-0.17894180928703085,1
84,0.2172630269081779,-0.3501012833591589,-0.0332069351214422,-0.3799040264961266,-0.8251453933095062,0
85,-0.8201327901782199,-0.4733382904281143,-0.4782767574603657,-2.9937919009960083,-0.2990502627608409,1
86,0.3826737819514671,-0.3852722302419413,-0.15875309320285672,-0.035472476302114,-0.6150629117048344,1
87,1.5345847371447576,-0.2784321840508476,-0.11807898523501138,-0.2080042436470046,0.0151845331091813,1
88,-0.8201327901782199,-0.3666913526434902,-0.1556259912435556,0.3974369032995347,-0.20731725725753458,1
89,-0.8201327901782199,0.1124298482879983,-0.2166698194452159,-0.3053298559954046,0.04242466645550639,0
90,-0.8201327901782199,-0.3481104750450391,-0.1442921208608369,-0.2244358405369942,0.2503876685336003,1
91,1.734588606824504,-0.4641334563863959,0.0091459489402959,1.5451207476157307,0.6279251044561409,1
92,-0.8201327901782199,-0.4183986169861227,-0.2433806367799272,-0.4051834063268798,0.7630295981232968,1
93,0.1719341180741996,-0.4271449015128222,0.1494605898772283,0.2704080196499998,0.8064364198218179,0
94,-0.8201327901782199,-0.1948182348578177,-0.1374652866537023,1.338461817499323,0.9438230986436129,1
95,0.6975904117454216,-0.2432612371680652,-0.3725602471654167,-1.0725590338587645,2.299831520559988,4
96,-0.8201327901782199,0.9717954372163607,-0.3588402988073887,-1.6584086614364704,1.149272543592435,1
97,-0.8201327901782199,-0.3421380501026799,-0.285799800785424,-0.8722199487000454,1.0704555307066481,1
98,1.7560601952195465,-0.523301606687578,-0.2246896926400051,-0.1903086777654774,0.7417197819920052,2
99,-0.8201327901782199,-0.3474468722736659,-0.2695612145645697,-0.6036265379982926,0.9826479415500652,1
100,-0.8201327901782199,-0.4169300640530737,-0.472576682297127,-1.535803669257317,0.9902979910637033,1
