,Umap 1,Umap 2,discretized FADY
0,-4.3373804,-7.0649323,1
1,-4.417678,-6.9781675,2
2,-4.5895886,-7.1878405,2
3,-4.5434895,-7.106567,4
4,-4.6117125,-7.5808606,2
5,-4.451231,-7.492627,0
6,-4.4793887,-7.6984773,3
7,-4.6686196,-7.792058,2
8,-4.7922473,-8.034084,0
9,-4.4662123,-8.38613,2
10,-4.3913746,-8.543033,2
11,-4.347733,-9.245069,2
12,-4.2977786,-9.486287,2
13,-4.4157453,-9.824198,2
14,-4.2591333,-10.098128,2
15,-4.226002,-10.430001,0
16,-4.2145143,-10.894364,2
17,-4.2364845,-11.181578,2
18,-4.176486,-11.420489,0
19,-4.186206,-11.80649,2
20,-4.198218,-12.185345,2
21,-4.207743,-12.312456,3
22,-4.201797,-12.67768,2
23,-4.1584096,-12.811927,1
24,-4.312952,-13.082917,0
25,-4.271458,-13.391572,1
26,-4.297093,-13.673227,2
27,-4.334045,-13.832647,2
28,-4.446014,-13.967004,0
29,-4.441558,-14.390146,2
30,-4.5606213,-14.932679,4
31,-4.6834016,-15.080003,4
32,-4.7047014,-15.199865,2
33,-4.704054,-15.457242,2
34,-4.9044704,-15.749961,0
35,-4.8393354,-15.76024,2
36,-4.948376,-16.367775,2
37,-5.015492,-16.43528,2
38,-5.30499,-16.977774,2
39,-5.378858,-17.169966,2
40,-5.63328,-17.33604,2
41,-5.553086,-17.44232,0
42,-5.3943024,-17.649143,2
43,-5.6163073,-18.180532,2
44,-5.717584,-18.279284,2
45,-5.812679,-18.514566,4
46,-5.9178214,-18.825138,1
47,-5.9849358,-18.985088,2
48,-6.1214433,-19.237415,1
49,-6.2217636,-19.383526,2
50,-6.3697753,-19.59272,0
51,-6.509783,-19.762842,1
52,-6.6503806,-19.90725,2
53,-6.9253287,-20.137037,2
54,-7.035363,-20.20953,2
55,-7.138049,-20.291122,0
56,-7.360767,-20.511618,2
57,-7.6285963,-20.430803,2
58,-7.881994,-20.600784,0
59,-8.121911,-20.76343,2
60,-8.285611,-20.648672,2
61,-8.560663,-20.836363,2
62,-8.798669,-20.925934,3
63,-9.043612,-20.711945,1
64,-9.261695,-20.979975,2
65,-9.366249,-20.774818,3
66,-9.644326,-20.88676,2
67,-9.615708,-20.83646,2
68,-9.975657,-20.608158,2
69,-10.156109,-20.455694,0
70,-10.347095,-20.252377,2
71,-10.306417,-19.865944,2
72,-10.69018,-20.049725,2
73,-10.690239,-19.84083,0
74,-10.773518,-19.62757,2
75,-10.615474,-19.311775,3
76,-10.83795,-19.302345,0
77,-10.807042,-19.194199,2
78,-11.050669,-19.06393,2
79,-11.022981,-18.779615,2
80,-10.929925,-18.671448,3
81,-10.662743,-18.690048,2
82,-10.81835,-18.860626,2
