,Payout_Ratio,Levered_Free_Cash_Flow,Trailing_Annual_Dividend_Yield,Profit_Margin,Return_on_Equity,discretized FADY
18,1.0133022855540073,-0.2711325535657418,0.5543535797599177,-0.4993490961964354,-0.217133779051526,1
19,-0.8201327901782199,-0.3726637775858495,-0.5465677148756493,-0.0082971429840542,-0.2220384948896615,1
20,-0.8201327901782199,-0.0196271032152789,-0.5465677148756493,0.6913096938320408,2.014975886906468,1
21,1.3982003886355068,0.4521944672311038,0.2768103962383463,1.5514405925734192,0.1065774662654214,1
22,-0.8201327901782199,-0.3895398596646427,-0.5465677148756493,0.6104156783736306,-0.0750958595768703,1
23,-0.8201327901782199,-0.2518880731959175,-0.5465677148756493,-0.389383793932659,-0.0281033794520309,1
24,0.614885034223777,-0.381954216385075,-0.1533815382200896,0.0378377252070702,-0.0425524071914032,0
25,1.0419310700807305,0.6293764071877623,0.9059082788872418,0.5459532598052097,-0.0825192132778322,1
26,0.2852563901591454,-0.3228935697328555,0.1981731609072344,-0.2535071273423605,-0.181674009140681,0
27,0.4423170830488069,0.3367275850121578,0.688499451795344,-0.1410138870955087,-0.1738529757771675,1
28,-0.0670367083224753,-0.4956791413291662,-0.14875581849473,-0.5284203830018017,-0.1991056343491899,0
29,-0.8201327901782199,-0.4119032730599213,-0.5465677148756493,1.1615061586840507,-0.1376641264849781,1
30,-0.8201327901782199,-0.4266180009123518,-0.5465677148756493,0.1326353995723947,-0.2547807871064044,1
31,0.2582180936616847,-0.0926234080663367,-0.2643988116287182,-0.7685744913939572,-0.1106881893752324,0
32,-0.8201327901782199,-0.3879266413274343,-0.5465677148756493,-0.959433809116144,-0.2983267101557972,1
33,0.0844572764647678,-0.2936950477924324,0.0501501296957295,0.720380980637407,-0.0878216087785193,0
34,-0.8201327901782199,-0.4200669143533551,-0.5465677148756493,-1.041591793566092,-0.3079373020007926,1
35,-0.8201327901782199,-0.4153858604040881,-0.5465677148756493,-0.2326516389819891,-0.1710692181393068,1
36,0.7313882823672476,-0.4584510258551267,1.9513209368184947,1.6702536777779589,-0.1522457141118676,3
37,-0.8201327901782199,-0.4265124880717035,-0.5465677148756493,-0.6851525379524716,-0.2038777902998083,1
38,-0.045565119927433,-0.2452520454821849,0.5451021403091987,0.7728356937862199,0.0419545211007974,1
39,0.0124876931406444,-0.3268751863610951,-0.2967788497062348,-0.106254739828223,-0.2075231872065306,0
40,-0.8201327901782199,-0.418985905438788,-0.5465677148756493,0.3993328567868411,0.1733213696303202,1
41,1.8013891040535248,-0.6991563411014899,1.11869138625378,-0.288898259105415,-0.2364212426852753,2
42,1.91113277807263,-0.3879266413274343,0.4387105866259296,0.0511093996182157,-0.066280627056978,1
43,-0.8201327901782199,-0.3434652556454264,-0.5465677148756493,0.4732750427917943,-0.1208737090963006,1
44,-0.7493560728760432,-0.2930314450210591,-0.491059078171335,-0.3697922745638253,-0.196984676148915,0
45,1.7170932385026176,0.1568912339700063,1.1603228637820155,0.4227162831302878,-0.1147312659445064,2
46,-0.8201327901782199,-0.5611269646558533,-0.5465677148756493,0.2343849033911764,-0.1994370340679828,1
47,1.209727557167913,-0.1808825766589794,0.3970791090976939,0.0068704849143975,-0.0933228441104822,1
48,-0.8201327901782199,-0.4160395091338908,-0.5465677148756493,0.5162499885040748,0.3218547235933177,1
49,-0.8201327901782199,-0.4288377521825953,-0.5465677148756493,-2.5254913896313056,-0.4112677343204324,1
50,2.1723704368789787,-0.7522445628113502,0.4849677838795249,-1.1294376384779594,-0.3037616655440015,0
51,0.5910277137848411,-0.1702649323170073,-0.2921531299808753,0.1749783607889065,-0.1894950425041945,0
52,-0.8201327901782199,-0.3693457637289832,-0.5465677148756493,0.4663232133383372,-0.208583666306668,1
53,0.306330356546872,1.1383597328310473,7.3079043787848255,-0.7925899022331727,-0.2357584432476895,1
54,1.5453205313422786,-0.3832814219278215,0.6052364967388727,-0.1011988638620723,-0.2421875977922725,1
55,0.1047359988378634,-0.2731233618798616,-0.1163757804172133,0.9952942362968484,0.5145305200995351,0
56,1.8089439221925208,-0.2936950477924324,1.4378660473035874,-0.2377075149481397,-0.2527923887936467,2
57,0.147679175627948,-0.2173807290845083,-0.0932471817904157,0.6521266550943732,0.0474557564327602,0
58,-0.8201327901782199,-0.612887980822967,-0.5465677148756493,-0.932890460293853,-0.6994529297827763,1
59,-0.8201327901782199,-0.3773089969854623,-0.5465677148756493,-0.2446593444015968,-0.0911356059664488,1
60,-0.0443722539054861,-0.3102851170767637,-0.1533815382200896,2.0671399411207845,9.296026548618716,0
61,-0.3823509601237454,-0.3567373110728914,-0.3430360469598301,-1.5718267855161403,-0.3170839342394778,0
62,-0.8201327901782199,-0.2220259484841211,-0.5465677148756493,-0.4607980419545369,0.0060970715274008,1
63,-0.8201327901782199,1.4986960376867235,-0.5465677148756493,0.5472172287967476,-0.1455514397922502,1
64,0.4693553795462677,-0.3195755558759893,0.2213017595340319,0.8455139107996354,-0.0378465311845434,1
65,0.4347622649098105,-0.7953787429506116,-0.2736502510794372,-3.3047282729142733,-0.3754102847470359,0
66,0.227998821105699,2.8909346520278083,-0.1996387354736848,1.298646794265887,-0.0339360145027867,0
67,-0.8201327901782199,-0.5286104288585639,-0.5465677148756493,-3.334431544215408,-0.4392378705865569,1
68,1.0610169264318792,-0.1636289046032748,0.4664649049780868,-0.1132065692816801,-0.1826682082970598,1
69,-0.8201327901782199,-0.3924869195723113,-0.5465677148756493,0.4966584691352411,-0.1518480344493161,1
70,-0.8201327901782199,0.7415252755498422,-0.5465677148756493,-0.0594878871413295,-0.1524445539431434,1
71,-0.7362345466346286,0.4813929891715269,-0.5326905556995707,1.7277642668929227,0.165301496435531,0
72,0.6136921682018303,-0.3434652556454264,0.2721846765129868,0.4214523141387502,-0.0594537928498434,1
73,-0.8201327901782199,-0.3408108445599334,-0.5465677148756493,0.0062385004186287,-0.11448142877053036,1
74,-0.2893074104118952,-0.4325313652080589,-0.3661646455866277,0.4043887327529918,-0.0773493776646623,0
75,-0.8201327901782199,-0.4382595843305528,-0.5465677148756493,0.7538761589131551,-0.0691969445823559,1
76,-0.3040194246825723,-0.4596090126911731,-0.0654928634382585,-0.1738770808754879,-0.1049881142119938,0
77,-0.8201327901782199,-0.2956858561065522,-0.5465677148756493,-0.3944396698988097,0.0106703876467435,1
78,2.209349283559329,-0.3434652556454264,0.679248012344625,1.0515408564202742,0.0216728583106692,1
79,-0.8201327901782199,-0.1576564796609155,-0.5465677148756493,-0.1157345072647555,-0.1684180203889633,1
80,-0.8201327901782199,3.1338132663504186,-0.5465677148756493,0.6445428411451474,-0.0617073109376354,1
81,2.3807243687123525,-0.0375443780423567,0.7810138463025347,-0.3609444916230616,-0.0021216414986641,1
82,1.0705598546074533,0.1967074002524014,0.5034706627809631,0.3430862366634153,-0.0474571230295388,1
83,-0.8201327901782199,-0.2206987429413746,-0.5465677148756493,0.9927662983137728,-0.1790228113903375,1
84,0.2172630269081779,-0.3501012833591589,-0.0978729015157753,-0.3799040264961266,-0.0332069351214422,0
85,-0.8201327901782199,-0.4733382904281143,-0.5465677148756493,-2.9937919009960083,-0.4782767574603657,1
86,0.3826737819514671,-0.3852722302419413,0.2999389948651439,-0.035472476302114,-0.09104873793636822,1
87,1.5345847371447576,-0.2784321840508476,0.4710906247034464,-0.2080042436470046,-0.046909931641169494,1
88,-0.8201327901782199,-0.3666913526434902,-0.5465677148756493,0.3974369032995347,-0.1556259912435556,1
89,-0.8201327901782199,0.1124298482879983,-0.3569132061359087,-0.3053298559954046,-0.2166698194452159,0
90,-0.8201327901782199,-0.3481104750450391,-0.5465677148756493,-0.2244358405369942,-0.1442921208608369,1
91,1.734588606824504,-0.4641334563863959,0.9059082788872418,1.5451207476157307,0.0091459489402959,1
92,-0.8201327901782199,-0.4183986169861227,-0.5465677148756493,-0.4051834063268798,-0.2433806367799272,1
93,0.1719341180741996,-0.4271449015128222,-0.2921531299808753,0.2704080196499998,0.1494605898772283,0
94,-0.8201327901782199,-0.1948182348578177,-0.5465677148756493,1.338461817499323,-0.1374652866537023,1
95,0.6975904117454216,-0.2432612371680652,3.3251596952502736,-1.0725590338587645,-0.3725602471654167,4
96,-0.8201327901782199,0.9717954372163607,-0.5465677148756493,-1.6584086614364704,-0.3588402988073887,1
97,-0.8201327901782199,-0.3421380501026799,-0.5465677148756493,-0.8722199487000454,-0.285799800785424,1
98,1.7560601952195465,-0.523301606687578,1.0030483931197918,-0.1903086777654774,-0.2246896926400051,2
99,-0.8201327901782199,-0.3474468722736659,-0.5465677148756493,-0.6036265379982926,-0.2695612145645697,1
100,-0.8201327901782199,-0.4169300640530737,-0.5465677148756493,-1.535803669257317,-0.472576682297127,1
