,Total_Debt/Equity_(mrq),Return_on_Equity,Profit_Margin,Payout_Ratio,Levered_Free_Cash_Flow,discretized FADY
56,-0.3415647762612258,-0.2527923887936467,-0.2377075149481397,1.8089439221925208,-0.2936950477924324,2
57,-0.2278616797358231,0.0474557564327602,0.6521266550943732,0.147679175627948,-0.2173807290845083,0
58,-0.3193173775871276,-0.6994529297827763,-0.932890460293853,-0.8201327901782199,-0.612887980822967,1
59,-0.3790285561039288,-0.0911356059664488,-0.2446593444015968,-0.8201327901782199,-0.3773089969854623,1
60,5.875949449362067,9.296026548618716,2.0671399411207845,-0.0443722539054861,-0.3102851170767637,0
61,-0.4005413708595426,-0.3170839342394778,-1.5718267855161403,-0.3823509601237454,-0.3567373110728914,0
62,0.4502117473051454,0.0060970715274008,-0.4607980419545369,-0.8201327901782199,-0.2220259484841211,1
63,-0.4174368009846833,-0.1455514397922502,0.5472172287967476,-0.8201327901782199,1.4986960376867235,1
64,-0.092960590134157,-0.0378465311845434,0.8455139107996354,0.4693553795462677,-0.3195755558759893,1
65,-0.3863743952887726,-0.3754102847470359,-3.3047282729142733,0.4347622649098105,-0.7953787429506116,0
66,-0.3016348932636109,-0.0339360145027867,1.298646794265887,0.227998821105699,2.8909346520278083,0
67,-0.4961422208222947,-0.4392378705865569,-3.334431544215408,-0.8201327901782199,-0.5286104288585639,1
68,-0.1771229190805096,-0.1826682082970598,-0.1132065692816801,1.0610169264318792,-0.1636289046032748,1
69,-0.5492421440727366,-0.1518480344493161,0.4966584691352411,-0.8201327901782199,-0.3924869195723113,1
70,-0.1549804609661949,-0.1524445539431434,-0.0594878871413295,-0.8201327901782199,0.7415252755498422,1
71,-0.3789236155441454,0.165301496435531,1.7277642668929227,-0.7362345466346286,0.4813929891715269,0
72,0.1134050206800602,-0.0594537928498434,0.4214523141387502,0.6136921682018303,-0.3434652556454264,1
73,-0.13449352100470677,-0.11448142877053036,0.0062385004186287,-0.8201327901782199,-0.3408108445599334,1
74,-0.5425259482465937,-0.0773493776646623,0.4043887327529918,-0.2893074104118952,-0.4325313652080589,0
75,-0.2912982481249379,-0.0691969445823559,0.7538761589131551,-0.8201327901782199,-0.4382595843305528,1
76,-0.1269088612241134,-0.1049881142119938,-0.1738770808754879,-0.3040194246825723,-0.4596090126911731,0
77,-0.015566927293839,0.0106703876467435,-0.3944396698988097,-0.8201327901782199,-0.2956858561065522,1
78,-0.4260419268869287,0.0216728583106692,1.0515408564202742,2.209349283559329,-0.3434652556454264,1
79,-0.254201760241477,-0.1684180203889633,-0.1157345072647555,-0.8201327901782199,-0.1576564796609155,1
80,-0.4869074515613483,-0.0617073109376354,0.6445428411451474,-0.8201327901782199,3.1338132663504186,1
81,0.6855409526196038,-0.0021216414986641,-0.3609444916230616,2.3807243687123525,-0.0375443780423567,1
82,-0.1622213595912551,-0.0474571230295388,0.3430862366634153,1.0705598546074533,0.1967074002524014,1
83,-0.4959323397027278,-0.1790228113903375,0.9927662983137728,-0.8201327901782199,-0.2206987429413746,1
84,0.1088925766093705,-0.0332069351214422,-0.3799040264961266,0.2172630269081779,-0.3501012833591589,0
85,-0.5272046265182054,-0.4782767574603657,-2.9937919009960083,-0.8201327901782199,-0.4733382904281143,1
86,0.0723264316840735,-0.09104873793636822,-0.035472476302114,0.3826737819514671,-0.3852722302419413,1
87,-0.13452349063051824,-0.046909931641169494,-0.2080042436470046,1.5345847371447576,-0.2784321840508476,1
88,-0.4945156421456507,-0.1556259912435556,0.3974369032995347,-0.8201327901782199,-0.3666913526434902,1
89,0.3708766841088332,-0.2166698194452159,-0.3053298559954046,-0.8201327901782199,0.1124298482879983,0
90,-0.4740522329878718,-0.1442921208608369,-0.2244358405369942,-0.8201327901782199,-0.3481104750450391,1
91,-0.1987931446757986,0.0091459489402959,1.5451207476157307,1.734588606824504,-0.4641334563863959,1
92,-0.4924693012298728,-0.2433806367799272,-0.4051834063268798,-0.8201327901782199,-0.4183986169861227,1
93,3.5567146682956703,0.1494605898772283,0.2704080196499998,0.1719341180741996,-0.4271449015128222,0
94,-0.5291984971540915,-0.1374652866537023,1.338461817499323,-0.8201327901782199,-0.1948182348578177,1
95,0.0827623772232834,-0.3725602471654167,-1.0725590338587645,0.6975904117454216,-0.2432612371680652,4
96,-0.0433237053565701,-0.3588402988073887,-1.6584086614364704,-0.8201327901782199,0.9717954372163607,1
97,-0.2933970593206075,-0.285799800785424,-0.8722199487000454,-0.8201327901782199,-0.3421380501026799,1
98,0.2712356225944171,-0.2246896926400051,-0.1903086777654774,1.7560601952195465,-0.523301606687578,2
99,-0.5472482734368505,-0.2695612145645697,-0.6036265379982926,-0.8201327901782199,-0.3474468722736659,1
100,0.2430066120126604,-0.472576682297127,-1.535803669257317,-0.8201327901782199,-0.4169300640530737,1
