,Total_Debt/Equity_(mrq),Return_on_Equity,Profit_Margin,Payout_Ratio,Levered_Free_Cash_Flow,discretized FADY
0,-0.4166497467863072,-0.0680039055947013,0.7804195077354459,-0.8201327901782199,0.0308067074090882,1
1,0.0161775920406641,0.4721113560940383,0.272935957633075,1.5409466892618071,-0.2200351401700013,1
2,-0.4200603149792703,0.200429866627583,2.6612053671434848,-0.8201327901782199,-0.263832923080636,1
3,-0.5353375199014252,-0.2289978889843134,-0.3306092358261578,-0.8201327901782199,-0.4038358541683366,1
4,-0.4944107015858672,-0.125269777002122,0.4865467172029398,-0.8201327901782199,4.240702689001004,1
5,-0.4944107015858672,-0.125269777002122,0.4865467172029398,-0.8201327901782199,4.240702689001004,1
6,-0.0766423330878255,-0.2101081050131156,-0.7041120728255366,-0.8201327901782199,1.9598999637911343,1
7,-0.5255255775616697,-0.2906382366798009,-0.8734839176915831,-0.8201327901782199,-0.271796156337115,1
8,0.3340950179047227,-0.2331072454973459,-0.1934686002443216,2.207758795530067,-0.6507133387912425,2
9,3.591292582744327,0.5936687729472903,0.8493058177742483,1.5357776031667043,0.1356559452860622,1
10,-0.4428848867321777,-0.2321793262847256,0.7696757713073759,1.2073418251240196,-0.2352980039115861,1
11,-0.4609871332948282,-0.2260152915151769,0.4827548102283267,-0.8201327901782199,-0.4173049996188996,1
12,0.4934997282158317,0.8465267583863062,0.6666622984970564,-0.2105782529634066,4.99853705390926,0
13,-0.3744111714734556,0.025251975273633,0.7007894612685733,-0.2515333197169133,-0.0846601748098577,0
14,-0.3340090559568151,0.212360256504129,0.8644734456727003,0.3842642699807295,-0.1516840547185562,0
15,-0.1362485710448433,-0.1849880063286104,-0.1049907708366854,2.230423249947056,0.3858341900937785,1
16,0.3102210405539806,-0.8263790220804739,-1.7942853280267688,-0.8201327901782199,-0.3812906136137018,1
17,0.384676367720361,0.2158730935233342,0.1509629499496908,-0.8201327901782199,-0.3248843780469753,1
18,-0.3235149999784669,-0.217133779051526,-0.4993490961964354,1.0133022855540073,-0.2711325535657418,1
19,-0.2733009421220708,-0.2220384948896615,-0.0082971429840542,-0.8201327901782199,-0.3726637775858495,1
20,5.042108980811822,2.014975886906468,0.6913096938320408,-0.8201327901782199,-0.0196271032152789,1
21,0.3183014636573087,0.1065774662654214,1.5514405925734192,1.3982003886355068,0.4521944672311038,1
22,-0.4435145300908785,-0.0750958595768703,0.6104156783736306,-0.8201327901782199,-0.3895398596646427,1
23,2.9379326575323685,-0.0281033794520309,-0.389383793932659,-0.8201327901782199,-0.2518880731959175,1
24,-0.2102841359720898,-0.0425524071914032,0.0378377252070702,0.614885034223777,-0.381954216385075,0
25,-0.4515949531942066,-0.0825192132778322,0.5459532598052097,1.0419310700807305,0.6293764071877623,1
26,-0.4939909393467334,-0.181674009140681,-0.2535071273423605,0.2852563901591454,-0.3228935697328555,0
27,0.0921020870440133,-0.1738529757771675,-0.1410138870955087,0.4423170830488069,0.3367275850121578,1
28,-0.196274571240995,-0.1991056343491899,-0.5284203830018017,-0.0670367083224753,-0.4956791413291662,0
29,-0.5420537157275681,-0.1376641264849781,1.1615061586840507,-0.8201327901782199,-0.4119032730599213,1
30,-0.4725305948710113,-0.2547807871064044,0.1326353995723947,-0.8201327901782199,-0.4266180009123518,1
31,-0.3322250664404959,-0.1106881893752324,-0.7685744913939572,0.2582180936616847,-0.0926234080663367,0
32,-0.3504847238428217,-0.2983267101557972,-0.959433809116144,-0.8201327901782199,-0.3879266413274343,1
33,0.2858748306842127,-0.0878216087785193,0.720380980637407,0.0844572764647678,-0.2936950477924324,0
34,-0.2949711677173598,-0.3079373020007926,-1.041591793566092,-0.8201327901782199,-0.4200669143533551,1
35,0.0762035922368158,-0.1710692181393068,-0.2326516389819891,-0.8201327901782199,-0.4153858604040881,1
36,-0.353265648677084,-0.1522457141118676,1.6702536777779589,0.7313882823672476,-0.4584510258551267,3
37,0.0703793911688326,-0.2038777902998083,-0.6851525379524716,-0.8201327901782199,-0.4265124880717035,1
38,0.1757921834713402,0.0419545211007974,0.7728356937862199,-0.045565119927433,-0.2452520454821849,1
39,-0.3985475002236565,-0.2075231872065306,-0.106254739828223,0.0124876931406444,-0.3268751863610951,0
40,0.1279917584899641,0.1733213696303202,0.3993328567868411,-0.8201327901782199,-0.418985905438788,1
41,0.3374531158177942,-0.2364212426852753,-0.288898259105415,1.8013891040535248,-0.6991563411014899,2
42,-0.4712713081536095,-0.066280627056978,0.0511093996182157,1.91113277807263,-0.3879266413274343,1
43,6.927510389100895,-0.1208737090963006,0.4732750427917943,-0.8201327901782199,-0.3434652556454264,1
44,0.2105275087596728,-0.196984676148915,-0.3697922745638253,-0.7493560728760432,-0.2930314450210591,0
45,0.0364835903587678,-0.1147312659445064,0.4227162831302878,1.7170932385026176,0.1568912339700063,2
46,-0.4211621908569968,-0.1994370340679828,0.2343849033911764,-0.8201327901782199,-0.5611269646558533,1
47,0.0756788894378984,-0.0933228441104822,0.0068704849143975,1.209727557167913,-0.1808825766589794,1
48,-0.0915963628569718,0.3218547235933177,0.5162499885040748,-0.8201327901782199,-0.4160395091338908,1
49,-0.3507470752422805,-0.4112677343204324,-2.5254913896313056,-0.8201327901782199,-0.4288377521825953,1
50,-0.3101875488859647,-0.3037616655440015,-1.1294376384779594,2.1723704368789787,-0.7522445628113502,0
51,0.5109839699761244,-0.1894950425041945,0.1749783607889065,0.5910277137848411,-0.1702649323170073,0
52,2.297254939005523,-0.208583666306668,0.4663232133383372,-0.8201327901782199,-0.3693457637289832,1
53,-0.4291376734005415,-0.2357584432476895,-0.7925899022331727,0.306330356546872,1.1383597328310473,1
54,-0.2492170836517617,-0.2421875977922725,-0.1011988638620723,1.5453205313422786,-0.3832814219278215,1
55,0.5115495044985908,0.5145305200995351,0.9952942362968484,0.1047359988378634,-0.2731233618798616,0
