,Levered_Free_Cash_Flow,Trailing_Annual_Dividend_Yield,Profit_Margin,Total_Debt/Equity_(mrq),Payout_Ratio,discretized FADY
53,1.1383597328310473,7.3079043787848255,-0.7925899022331727,-0.4291376734005415,0.306330356546872,1
54,-0.3832814219278215,0.6052364967388727,-0.1011988638620723,-0.2492170836517617,1.5453205313422786,1
55,-0.2731233618798616,-0.1163757804172133,0.9952942362968484,0.5115495044985908,0.1047359988378634,0
56,-0.2936950477924324,1.4378660473035874,-0.2377075149481397,-0.3415647762612258,1.8089439221925208,2
57,-0.2173807290845083,-0.0932471817904157,0.6521266550943732,-0.2278616797358231,0.147679175627948,0
58,-0.612887980822967,-0.5465677148756493,-0.932890460293853,-0.3193173775871276,-0.8201327901782199,1
59,-0.3773089969854623,-0.5465677148756493,-0.2446593444015968,-0.3790285561039288,-0.8201327901782199,1
60,-0.3102851170767637,-0.1533815382200896,2.0671399411207845,5.875949449362067,-0.0443722539054861,0
61,-0.3567373110728914,-0.3430360469598301,-1.5718267855161403,-0.4005413708595426,-0.3823509601237454,0
62,-0.2220259484841211,-0.5465677148756493,-0.4607980419545369,0.4502117473051454,-0.8201327901782199,1
63,1.4986960376867235,-0.5465677148756493,0.5472172287967476,-0.4174368009846833,-0.8201327901782199,1
64,-0.3195755558759893,0.2213017595340319,0.8455139107996354,-0.092960590134157,0.4693553795462677,1
65,-0.7953787429506116,-0.2736502510794372,-3.3047282729142733,-0.3863743952887726,0.4347622649098105,0
66,2.8909346520278083,-0.1996387354736848,1.298646794265887,-0.3016348932636109,0.227998821105699,0
67,-0.5286104288585639,-0.5465677148756493,-3.334431544215408,-0.4961422208222947,-0.8201327901782199,1
68,-0.1636289046032748,0.4664649049780868,-0.1132065692816801,-0.1771229190805096,1.0610169264318792,1
69,-0.3924869195723113,-0.5465677148756493,0.4966584691352411,-0.5492421440727366,-0.8201327901782199,1
70,0.7415252755498422,-0.5465677148756493,-0.0594878871413295,-0.1549804609661949,-0.8201327901782199,1
71,0.4813929891715269,-0.5326905556995707,1.7277642668929227,-0.3789236155441454,-0.7362345466346286,0
72,-0.3434652556454264,0.2721846765129868,0.4214523141387502,0.1134050206800602,0.6136921682018303,1
73,-0.3408108445599334,-0.5465677148756493,0.0062385004186287,-0.13449352100470677,-0.8201327901782199,1
74,-0.4325313652080589,-0.3661646455866277,0.4043887327529918,-0.5425259482465937,-0.2893074104118952,0
75,-0.4382595843305528,-0.5465677148756493,0.7538761589131551,-0.2912982481249379,-0.8201327901782199,1
76,-0.4596090126911731,-0.0654928634382585,-0.1738770808754879,-0.1269088612241134,-0.3040194246825723,0
77,-0.2956858561065522,-0.5465677148756493,-0.3944396698988097,-0.015566927293839,-0.8201327901782199,1
78,-0.3434652556454264,0.679248012344625,1.0515408564202742,-0.4260419268869287,2.209349283559329,1
79,-0.1576564796609155,-0.5465677148756493,-0.1157345072647555,-0.254201760241477,-0.8201327901782199,1
80,3.1338132663504186,-0.5465677148756493,0.6445428411451474,-0.4869074515613483,-0.8201327901782199,1
81,-0.0375443780423567,0.7810138463025347,-0.3609444916230616,0.6855409526196038,2.3807243687123525,1
82,0.1967074002524014,0.5034706627809631,0.3430862366634153,-0.1622213595912551,1.0705598546074533,1
83,-0.2206987429413746,-0.5465677148756493,0.9927662983137728,-0.4959323397027278,-0.8201327901782199,1
84,-0.3501012833591589,-0.0978729015157753,-0.3799040264961266,0.1088925766093705,0.2172630269081779,0
85,-0.4733382904281143,-0.5465677148756493,-2.9937919009960083,-0.5272046265182054,-0.8201327901782199,1
86,-0.3852722302419413,0.2999389948651439,-0.035472476302114,0.0723264316840735,0.3826737819514671,1
87,-0.2784321840508476,0.4710906247034464,-0.2080042436470046,-0.13452349063051824,1.5345847371447576,1
88,-0.3666913526434902,-0.5465677148756493,0.3974369032995347,-0.4945156421456507,-0.8201327901782199,1
89,0.1124298482879983,-0.3569132061359087,-0.3053298559954046,0.3708766841088332,-0.8201327901782199,0
90,-0.3481104750450391,-0.5465677148756493,-0.2244358405369942,-0.4740522329878718,-0.8201327901782199,1
91,-0.4641334563863959,0.9059082788872418,1.5451207476157307,-0.1987931446757986,1.734588606824504,1
92,-0.4183986169861227,-0.5465677148756493,-0.4051834063268798,-0.4924693012298728,-0.8201327901782199,1
93,-0.4271449015128222,-0.2921531299808753,0.2704080196499998,3.5567146682956703,0.1719341180741996,0
94,-0.1948182348578177,-0.5465677148756493,1.338461817499323,-0.5291984971540915,-0.8201327901782199,1
95,-0.2432612371680652,3.3251596952502736,-1.0725590338587645,0.0827623772232834,0.6975904117454216,4
96,0.9717954372163607,-0.5465677148756493,-1.6584086614364704,-0.0433237053565701,-0.8201327901782199,1
97,-0.3421380501026799,-0.5465677148756493,-0.8722199487000454,-0.2933970593206075,-0.8201327901782199,1
98,-0.523301606687578,1.0030483931197918,-0.1903086777654774,0.2712356225944171,1.7560601952195465,2
99,-0.3474468722736659,-0.5465677148756493,-0.6036265379982926,-0.5472482734368505,-0.8201327901782199,1
100,-0.4169300640530737,-0.5465677148756493,-1.535803669257317,0.2430066120126604,-0.8201327901782199,1
