,Levered_Free_Cash_Flow,Operating_Cash_Flow,5_Year_Average_Dividend_Yield,Profit_Margin,Return_on_Equity,discretized FADY
52,-0.3693457637289832,-0.3873049274303802,-1.189554539386046,0.4663232133383372,-0.208583666306668,1
53,1.1383597328310473,2.068767232014464,0.839724578234682,-0.7925899022331727,-0.2357584432476895,1
54,-0.3832814219278215,-0.3981975660654913,0.2777876351150212,-0.1011988638620723,-0.2421875977922725,1
55,-0.2731233618798616,-0.3210776845289049,-0.3174460627648824,0.9952942362968484,0.5145305200995351,0
56,-0.2936950477924324,-0.3197705678926916,2.658722426634636,-0.2377075149481397,-0.2527923887936467,2
57,-0.2173807290845083,-0.2600789081722829,-0.4399941770342744,0.6521266550943732,0.0474557564327602,0
58,-0.612887980822967,-0.5912151226796595,-0.9435738887526826,-0.932890460293853,-0.6994529297827763,1
59,-0.3773089969854623,-0.3899191607028069,-1.0823584283488812,-0.2446593444015968,-0.0911356059664488,1
60,-0.3102851170767637,-0.350705661616407,-0.5275285443695543,2.0671399411207845,9.296026548618716,0
61,-0.3567373110728914,-0.4239041932443534,-1.0877484953153462,-1.5718267855161403,-0.3170839342394778,0
62,-0.2220259484841211,-0.2683573135349673,-1.359105034054714,-0.4607980419545369,0.0060970715274008,1
63,1.4986960376867235,2.409924674066142,-0.8745163023252861,0.5472172287967476,-0.1455514397922502,1
64,-0.3195755558759893,-0.3184634512564783,-0.3787201198995784,0.8455139107996354,-0.0378465311845434,1
65,-0.7953787429506116,-0.4073473825189846,-1.367858470788242,-3.3047282729142733,-0.3754102847470359,0
66,2.8909346520278083,3.662578117103916,-0.7726247729083382,1.298646794265887,-0.0339360145027867,0
67,-0.5286104288585639,-0.5659442010462018,-1.2165739919174219,-3.334431544215408,-0.4392378705865569,1
68,-0.1636289046032748,-0.2775071299884606,0.1902532677797411,-0.1132065692816801,-0.1826682082970598,1
69,-0.3924869195723113,-0.4064759714281757,-1.195673459440513,0.4966584691352411,-0.1518480344493161,1
70,0.7415252755498422,-0.2112798870869853,-1.0878976874440105,-0.0594878871413295,-0.1524445539431434,1
71,0.4813929891715269,0.3455517999398925,-1.516666895258218,1.7277642668929227,0.165301496435531,0
72,-0.3434652556454264,-0.3249990344375449,-0.5275285443695543,0.4214523141387502,-0.0594537928498434,1
73,-0.3408108445599334,-0.3310989120732071,-1.226240954333359,0.0062385004186287,-0.11448142877053036,1
74,-0.4325313652080589,-0.4103973213368157,-1.359105034054714,0.4043887327529918,-0.0773493776646623,0
75,-0.4382595843305528,-0.3838192830671447,-1.2068795842415336,0.7538761589131551,-0.0691969445823559,1
76,-0.4596090126911731,-0.2901425908051895,-0.3174460627648824,-0.1738770808754879,-0.1049881142119938,0
77,-0.2956858561065522,-0.3415558451629137,-1.1093280885338075,-0.3944396698988097,0.0106703876467435,1
78,-0.3434652556454264,-0.3886120440665935,0.7242129085249491,1.0515408564202742,0.0216728583106692,1
79,-0.1576564796609155,-0.3088779292575805,-1.1165217082892023,-0.1157345072647555,-0.1684180203889633,1
80,3.1338132663504186,2.2670132551734854,-0.7533377025162349,0.6445428411451474,-0.0617073109376354,1
81,-0.0375443780423567,0.0536290845189158,0.750473218725533,-0.3609444916230616,-0.0021216414986641,1
82,0.1967074002524014,0.0170298187049426,0.5578976105879169,0.3430862366634153,-0.0474571230295388,1
83,-0.2206987429413746,-0.2478791529009585,-1.3292349404112354,0.9927662983137728,-0.1790228113903375,1
84,-0.3501012833591589,-0.3541913059796426,-0.8251453933095062,-0.3799040264961266,-0.0332069351214422,0
85,-0.4733382904281143,-0.4988520826370987,-1.1892738268236664,-2.9937919009960083,-0.4782767574603657,1
86,-0.3852722302419413,-0.3899191607028069,-0.6150629117048344,-0.035472476302114,-0.09104873793636822,1
87,-0.2784321840508476,-0.2134584148140075,0.0151845331091813,-0.2080042436470046,-0.046909931641169494,1
88,-0.3666913526434902,-0.4012475048833224,-1.1763758928072379,0.3974369032995347,-0.1556259912435556,1
89,0.1124298482879983,0.3106953563075371,-1.1143987370920887,-0.3053298559954046,-0.2166698194452159,0
90,-0.3481104750450391,0.0545004956097247,-1.0973417853537082,-0.2244358405369942,-0.1442921208608369,1
91,-0.4641334563863959,-0.1903660209075721,0.6279251044561409,1.5451207476157307,0.0091459489402959,1
92,-0.4183986169861227,-0.4456598425374881,-1.008126477716615,-0.4051834063268798,-0.2433806367799272,1
93,-0.4271449015128222,-0.4291326597892067,-0.7193724646246101,0.2704080196499998,0.1494605898772283,0
94,-0.1948182348578177,-0.2844784187149317,-1.2442345676949855,1.338461817499323,-0.1374652866537023,1
95,-0.2432612371680652,-0.3768479943406736,2.299831520559988,-1.0725590338587645,-0.3725602471654167,4
96,0.9717954372163607,-0.1816519099994832,-0.9802270296155646,-1.6584086614364704,-0.3588402988073887,1
97,-0.3421380501026799,-0.3947119217022558,-0.9569755227656017,-0.8722199487000454,-0.285799800785424,1
98,-0.523301606687578,-0.252236208355003,0.7417197819920052,-0.1903086777654774,-0.2246896926400051,2
99,-0.3474468722736659,-0.411704437973029,-0.9743791132778125,-0.6036265379982926,-0.2695612145645697,1
100,-0.4169300640530737,-0.4494064745224209,-1.014716557476893,-1.535803669257317,-0.472576682297127,1
