,Total_Debt/Equity_(mrq),Levered_Free_Cash_Flow,Trailing_Annual_Dividend_Yield,Operating_Cash_Flow,Total_Cash_(mrq),discretized FADY
52,-0.05079419967344658,-0.3693457637289832,-0.5465677148756493,-0.3873049274303802,-0.2221746329228075,1
53,-0.4291376734005415,1.1383597328310473,7.3079043787848255,2.068767232014464,6.162187033438022,1
54,-0.2492170836517617,-0.3832814219278215,0.6052364967388727,-0.3981975660654913,-0.3905331760387797,1
55,0.5115495044985908,-0.2731233618798616,-0.1163757804172133,-0.3210776845289049,-0.3068952502785942,0
56,-0.3415647762612258,-0.2936950477924324,1.4378660473035874,-0.3197705678926916,-0.3691500170256578,2
57,-0.2278616797358231,-0.2173807290845083,-0.0932471817904157,-0.2600789081722829,-0.2579034555776441,0
58,-0.3193173775871276,-0.612887980822967,-0.5465677148756493,-0.5912151226796595,-0.2779332500962646,1
59,-0.3790285561039288,-0.3773089969854623,-0.5465677148756493,-0.3899191607028069,-0.3680673254300567,1
60,0.05204588845139435,-0.3102851170767637,-0.1533815382200896,-0.350705661616407,-0.3781634245590371,0
61,-0.4005413708595426,-0.3567373110728914,-0.3430360469598301,-0.4239041932443534,-0.3779306458659828,0
62,0.4502117473051454,-0.2220259484841211,-0.5465677148756493,-0.2683573135349673,-0.2489712499139349,1
63,-0.4174368009846833,1.4986960376867235,-0.5465677148756493,2.409924674066142,1.256782086668305,1
64,-0.092960590134157,-0.3195755558759893,0.2213017595340319,-0.3184634512564783,-0.3906252048244058,1
65,-0.3863743952887726,-0.7953787429506116,-0.2736502510794372,-0.4073473825189846,-0.1379953613648214,0
66,-0.3016348932636109,2.8909346520278083,-0.1996387354736848,3.662578117103916,3.498765708259298,0
67,-0.4961422208222947,-0.5286104288585639,-0.5465677148756493,-0.5659442010462018,-0.1926712869426773,1
68,-0.1771229190805096,-0.1636289046032748,0.4664649049780868,-0.2775071299884606,-0.3539923346872424,1
69,-0.5492421440727366,-0.3924869195723113,-0.5465677148756493,-0.4064759714281757,-0.3160981288412036,1
70,-0.1549804609661949,0.7415252755498422,-0.5465677148756493,-0.2112798870869853,-0.184551099975669,1
71,-0.3789236155441454,0.4813929891715269,-0.5326905556995707,0.3455517999398925,0.0972193877795191,0
72,0.1134050206800602,-0.3434652556454264,0.2721846765129868,-0.3249990344375449,-0.2882188202544751,1
73,-0.3341491295346854,-0.3408108445599334,-0.5465677148756493,-0.3310989120732071,-0.3953332892278772,1
74,-0.5425259482465937,-0.4325313652080589,-0.3661646455866277,-0.4103973213368157,-0.3919785693189072,0
75,-0.2912982481249379,-0.4382595843305528,-0.5465677148756493,-0.3838192830671447,-0.3250303345049127,1
76,-0.1269088612241134,-0.4596090126911731,-0.0654928634382585,-0.2901425908051895,-0.1961900346283809,0
77,-0.015566927293839,-0.2956858561065522,-0.5465677148756493,-0.3415558451629137,-0.2922789137379792,1
78,-0.4260419268869287,-0.3434652556454264,0.679248012344625,-0.3886120440665935,-0.3518269514960401,1
79,-0.254201760241477,-0.1576564796609155,-0.5465677148756493,-0.3088779292575805,-0.0849434731803672,1
80,-0.4869074515613483,3.1338132663504186,-0.5465677148756493,2.2670132551734854,4.461278536748683,1
81,0.6855409526196038,-0.0375443780423567,0.7810138463025347,0.0536290845189158,-0.1193189313407023,1
82,-0.1622213595912551,0.1967074002524014,0.5034706627809631,0.0170298187049426,-0.0911689498550735,1
83,-0.4959323397027278,-0.2206987429413746,-0.5465677148756493,-0.2478791529009585,-0.1293338286000126,1
84,0.1088925766093705,-0.3501012833591589,-0.0978729015157753,-0.3541913059796426,-0.2757678669050624,0
85,-0.5272046265182054,-0.4733382904281143,-0.5465677148756493,-0.4988520826370987,-0.3640072319465526,1
86,-0.1523904302614092,-0.3852722302419413,0.2999389948651439,-0.3899191607028069,-0.3961361050460155,1
87,-0.13233037950877327,-0.2784321840508476,0.4710906247034464,-0.2134584148140075,-0.2906548763445776,1
88,-0.4945156421456507,-0.3666913526434902,-0.5465677148756493,-0.4012475048833224,-0.3545336804850429,1
89,0.3708766841088332,0.1124298482879983,-0.3569132061359087,0.3106953563075371,-0.2614222032633477,0
90,-0.4740522329878718,-0.3481104750450391,-0.5465677148756493,0.0545004956097247,0.308344248921735,1
91,-0.1987931446757986,-0.4641334563863959,0.9059082788872418,-0.1903660209075721,-0.1553184268944391,1
92,-0.4924693012298728,-0.4183986169861227,-0.5465677148756493,-0.4456598425374881,-0.3564283907773449,1
93,3.5567146682956703,-0.4271449015128222,-0.2921531299808753,-0.4291326597892067,-0.3862538375071663,0
94,-0.5291984971540915,-0.1948182348578177,-0.5465677148756493,-0.2844784187149317,-0.0746579030221566,1
95,0.0827623772232834,-0.2432612371680652,3.3251596952502736,-0.3768479943406736,-0.3775679441814565,4
96,-0.0433237053565701,0.9717954372163607,-0.5465677148756493,-0.1816519099994832,-0.3307144653818186,1
97,-0.2933970593206075,-0.3421380501026799,-0.5465677148756493,-0.3947119217022558,-0.2113477169667965,1
98,0.2712356225944171,-0.523301606687578,1.0030483931197918,-0.252236208355003,-0.3803829423300193,2
99,-0.5472482734368505,-0.3474468722736659,-0.5465677148756493,-0.411704437973029,-0.2219039600239072,1
100,0.2430066120126604,-0.4169300640530737,-0.5465677148756493,-0.4494064745224209,-0.3347745588653227,1
