,Return_on_Equity,Payout_Ratio,5_Year_Average_Dividend_Yield,Total_Debt/Equity_(mrq),Levered_Free_Cash_Flow,discretized FADY
55,0.5145305200995351,0.1047359988378634,-0.3174460627648824,0.5115495044985908,-0.2731233618798616,0
56,-0.2527923887936467,1.8089439221925208,2.658722426634636,-0.3415647762612258,-0.2936950477924324,2
57,0.0474557564327602,0.147679175627948,-0.4399941770342744,-0.2278616797358231,-0.2173807290845083,0
58,-0.6994529297827763,-0.8201327901782199,-0.9435738887526826,-0.3193173775871276,-0.612887980822967,1
59,-0.0911356059664488,-0.8201327901782199,-1.0823584283488812,-0.3790285561039288,-0.3773089969854623,1
60,9.296026548618716,-0.0443722539054861,-0.5275285443695543,5.875949449362067,-0.3102851170767637,0
61,-0.3170839342394778,-0.3823509601237454,-1.0877484953153462,-0.4005413708595426,-0.3567373110728914,0
62,0.0060970715274008,-0.8201327901782199,-1.359105034054714,0.4502117473051454,-0.2220259484841211,1
63,-0.1455514397922502,-0.8201327901782199,-0.8745163023252861,-0.4174368009846833,1.4986960376867235,1
64,-0.0378465311845434,0.4693553795462677,-0.3787201198995784,-0.092960590134157,-0.3195755558759893,1
65,-0.3754102847470359,0.4347622649098105,-1.367858470788242,-0.3863743952887726,-0.7953787429506116,0
66,-0.0339360145027867,0.227998821105699,-0.7726247729083382,-0.3016348932636109,2.8909346520278083,0
67,-0.4392378705865569,-0.8201327901782199,-1.2165739919174219,-0.4961422208222947,-0.5286104288585639,1
68,-0.1826682082970598,1.0610169264318792,0.1902532677797411,-0.1771229190805096,-0.1636289046032748,1
69,-0.1518480344493161,-0.8201327901782199,-1.195673459440513,-0.5492421440727366,-0.3924869195723113,1
70,-0.1524445539431434,-0.8201327901782199,-1.0878976874440105,-0.1549804609661949,0.7415252755498422,1
71,0.165301496435531,-0.7362345466346286,-1.516666895258218,-0.3789236155441454,0.4813929891715269,0
72,-0.0594537928498434,0.6136921682018303,-0.5275285443695543,0.1134050206800602,-0.3434652556454264,1
73,-0.11448142877053036,-0.8201327901782199,-1.226240954333359,-0.13449352100470677,-0.3408108445599334,1
74,-0.0773493776646623,-0.2893074104118952,-1.359105034054714,-0.5425259482465937,-0.4325313652080589,0
75,-0.0691969445823559,-0.8201327901782199,-1.2068795842415336,-0.2912982481249379,-0.4382595843305528,1
76,-0.1049881142119938,-0.3040194246825723,-0.3174460627648824,-0.1269088612241134,-0.4596090126911731,0
77,0.0106703876467435,-0.8201327901782199,-1.1093280885338075,-0.015566927293839,-0.2956858561065522,1
78,0.0216728583106692,2.209349283559329,0.7242129085249491,-0.4260419268869287,-0.3434652556454264,1
79,-0.1684180203889633,-0.8201327901782199,-1.1165217082892023,-0.254201760241477,-0.1576564796609155,1
80,-0.0617073109376354,-0.8201327901782199,-0.7533377025162349,-0.4869074515613483,3.1338132663504186,1
81,-0.0021216414986641,2.3807243687123525,0.750473218725533,0.6855409526196038,-0.0375443780423567,1
82,-0.0474571230295388,1.0705598546074533,0.5578976105879169,-0.1622213595912551,0.1967074002524014,1
83,-0.1790228113903375,-0.8201327901782199,-1.3292349404112354,-0.4959323397027278,-0.2206987429413746,1
84,-0.0332069351214422,0.2172630269081779,-0.8251453933095062,0.1088925766093705,-0.3501012833591589,0
85,-0.4782767574603657,-0.8201327901782199,-1.1892738268236664,-0.5272046265182054,-0.4733382904281143,1
86,-0.09104873793636822,0.3826737819514671,-0.6150629117048344,0.0723264316840735,-0.3852722302419413,1
87,-0.046909931641169494,1.5345847371447576,0.0151845331091813,-0.13452349063051824,-0.2784321840508476,1
88,-0.1556259912435556,-0.8201327901782199,-1.1763758928072379,-0.4945156421456507,-0.3666913526434902,1
89,-0.2166698194452159,-0.8201327901782199,-1.1143987370920887,0.3708766841088332,0.1124298482879983,0
90,-0.1442921208608369,-0.8201327901782199,-1.0973417853537082,-0.4740522329878718,-0.3481104750450391,1
91,0.0091459489402959,1.734588606824504,0.6279251044561409,-0.1987931446757986,-0.4641334563863959,1
92,-0.2433806367799272,-0.8201327901782199,-1.008126477716615,-0.4924693012298728,-0.4183986169861227,1
93,0.1494605898772283,0.1719341180741996,-0.7193724646246101,3.5567146682956703,-0.4271449015128222,0
94,-0.1374652866537023,-0.8201327901782199,-1.2442345676949855,-0.5291984971540915,-0.1948182348578177,1
95,-0.3725602471654167,0.6975904117454216,2.299831520559988,0.0827623772232834,-0.2432612371680652,4
96,-0.3588402988073887,-0.8201327901782199,-0.9802270296155646,-0.0433237053565701,0.9717954372163607,1
97,-0.285799800785424,-0.8201327901782199,-0.9569755227656017,-0.2933970593206075,-0.3421380501026799,1
98,-0.2246896926400051,1.7560601952195465,0.7417197819920052,0.2712356225944171,-0.523301606687578,2
99,-0.2695612145645697,-0.8201327901782199,-0.9743791132778125,-0.5472482734368505,-0.3474468722736659,1
100,-0.472576682297127,-0.8201327901782199,-1.014716557476893,0.2430066120126604,-0.4169300640530737,1
