,Return_on_Equity,Payout_Ratio,5_Year_Average_Dividend_Yield,Total_Debt/Equity_(mrq),Levered_Free_Cash_Flow,discretized FADY
0,-0.0680039055947013,-0.8201327901782199,-1.5516806421923297,-0.4166497467863072,0.0308067074090882,1
1,0.4721113560940383,1.5409466892618071,0.0764585902438773,0.0161775920406641,-0.2200351401700013,1
2,0.200429866627583,-0.8201327901782199,-1.1252589124113712,-0.4200603149792703,-0.263832923080636,1
3,-0.2289978889843134,-0.8201327901782199,-1.075433187033728,-0.5353375199014252,-0.4038358541683366,1
4,-0.125269777002122,-0.8201327901782199,-0.7335269972210728,-0.4944107015858672,4.240702689001004,1
5,-0.125269777002122,-0.8201327901782199,-0.7335269972210728,-0.4944107015858672,4.240702689001004,1
6,-0.2101081050131156,-0.8201327901782199,-0.4129803925129674,-0.0766423330878255,1.9598999637911343,1
7,-0.2906382366798009,-0.8201327901782199,-0.940713763258826,-0.5255255775616697,-0.271796156337115,1
8,-0.2331072454973459,2.207758795530067,1.2931862962042688,0.3340950179047227,-0.6507133387912425,2
9,0.5936687729472903,1.5357776031667043,0.9342953901296208,3.591292582744327,0.1356559452860622,1
10,-0.2321793262847256,1.2073418251240196,-0.0548429607590425,-0.4428848867321777,-0.2352980039115861,1
11,-0.2260152915151769,-0.8201327901782199,-1.1781448701499668,-0.4609871332948282,-0.4173049996188996,1
12,0.8465267583863062,-0.2105782529634066,-0.9389400708453702,0.4934997282158317,4.99853705390926,0
13,0.025251975273633,-0.2515333197169133,-0.6588300953724744,-0.3744111714734556,-0.0846601748098577,0
14,0.212360256504129,0.3842642699807295,-0.8864194504442022,-0.3340090559568151,-0.1516840547185562,0
15,-0.1849880063286104,2.230423249947056,0.6366785411896692,-0.1362485710448433,0.3858341900937785,1
16,-0.8263790220804739,-0.8201327901782199,-1.0009294582363673,0.3102210405539806,-0.3812906136137018,1
17,0.2158730935233342,-0.8201327901782199,-1.236556919785322,0.384676367720361,-0.3248843780469753,1
18,-0.217133779051526,1.0133022855540073,1.118117561533709,-0.3235149999784669,-0.2711325535657418,1
19,-0.2220384948896615,-0.8201327901782199,-1.120913342908533,-0.2733009421220708,-0.3726637775858495,1
20,2.014975886906468,-0.8201327901782199,-0.8527597518603285,5.042108980811822,-0.0196271032152789,1
21,0.1065774662654214,1.3982003886355068,1.0305831941984287,0.3183014636573087,0.4521944672311038,1
22,-0.0750958595768703,-0.8201327901782199,-1.2093959028506935,-0.4435145300908785,-0.3895398596646427,1
23,-0.0281033794520309,-0.8201327901782199,-0.8917297165390091,2.9379326575323685,-0.2518880731959175,1
24,-0.0425524071914032,0.614885034223777,-0.7726247729083382,-0.2102841359720898,-0.381954216385075,0
25,-0.0825192132778322,1.0419310700807305,0.9518022635966767,-0.4515949531942066,0.6293764071877623,1
26,-0.181674009140681,0.2852563901591454,-0.4399941770342744,-0.4939909393467334,-0.3228935697328555,0
27,-0.1738529757771675,0.4423170830488069,0.2690341983814934,0.0921020870440133,0.3367275850121578,1
28,-0.1991056343491899,-0.0670367083224753,-0.6184053882257717,-0.196274571240995,-0.4956791413291662,0
29,-0.1376641264849781,-0.8201327901782199,-1.150098555122713,-0.5420537157275681,-0.4119032730599213,1
30,-0.2547807871064044,-0.8201327901782199,-1.0825753639605686,-0.4725305948710113,-0.4266180009123518,1
31,-0.1106881893752324,0.2582180936616847,-0.991460691246538,-0.3322250664404959,-0.0926234080663367,0
32,-0.2983267101557972,-0.8201327901782199,-0.9645807272003621,-0.3504847238428217,-0.3879266413274343,1
33,-0.0878216087785193,0.0844572764647678,-0.5537888545701384,0.2858748306842127,-0.2936950477924324,0
34,-0.3079373020007926,-0.8201327901782199,-0.9798863154826811,-0.2949711677173598,-0.4200669143533551,1
35,-0.1710692181393068,-0.8201327901782199,-1.0896751236518212,0.0762035922368158,-0.4153858604040881,1
36,-0.1522457141118676,0.7313882823672476,0.9430488268631492,-0.353265648677084,-0.4584510258551267,3
37,-0.2038777902998083,-0.8201327901782199,-1.0784488710735753,0.0703793911688326,-0.4265124880717035,1
38,0.0419545211007974,-0.045565119927433,-0.46193166515209694,0.1757921834713402,-0.2452520454821849,1
39,-0.2075231872065306,0.0124876931406444,-0.6976133172819154,-0.3985475002236565,-0.3268751863610951,0
40,0.1733213696303202,-0.8201327901782199,-1.2154294346549186,0.1279917584899641,-0.418985905438788,1
41,-0.2364212426852753,1.8013891040535248,1.2669259860036846,0.3374531158177942,-0.6991563411014899,2
42,-0.066280627056978,1.91113277807263,0.3828288759173572,-0.4712713081536095,-0.3879266413274343,1
43,-0.1208737090963006,-0.8201327901782199,-0.5973971333619512,6.927510389100895,-0.3434652556454264,1
44,-0.196984676148915,-0.7493560728760432,-1.16036592627253,0.2105275087596728,-0.2930314450210591,0
45,-0.1147312659445064,1.7170932385026176,1.8008856267488926,0.0364835903587678,0.1568912339700063,2
46,-0.1994370340679828,-0.8201327901782199,-1.1009319892510263,-0.4211621908569968,-0.5611269646558533,1
47,-0.0933228441104822,1.209727557167913,0.0852120269774053,0.0756788894378984,-0.1808825766589794,1
48,0.3218547235933177,-0.8201327901782199,-1.1384387677361874,-0.0915963628569718,-0.4160395091338908,1
49,-0.4112677343204324,-0.8201327901782199,-1.1006006220818376,-0.3507470752422805,-0.4288377521825953,1
50,-0.3037616655440015,2.1723704368789787,0.9605557003302052,-0.3101875488859647,-0.7522445628113502,0
51,-0.1894950425041945,0.5910277137848411,-1.096501932048874,0.5109839699761244,-0.1702649323170073,0
52,-0.208583666306668,-0.8201327901782199,-1.189554539386046,2.297254939005523,-0.3693457637289832,1
53,-0.2357584432476895,0.306330356546872,0.839724578234682,-0.4291376734005415,1.1383597328310473,1
54,-0.2421875977922725,1.5453205313422786,0.2777876351150212,-0.2492170836517617,-0.3832814219278215,1
