,Return_on_Equity,Payout_Ratio,Total_Cash_(mrq),Profit_Margin,Trailing_Annual_Dividend_Yield,discretized FADY
0,-0.0680039055947013,-0.8201327901782199,-0.1940246514371787,0.7804195077354459,-0.5465677148756493,1
1,0.4721113560940383,1.5409466892618071,-0.3580524281707465,0.272935957633075,0.4294591471752105,1
2,0.200429866627583,-0.8201327901782199,-0.1009131742154835,2.6612053671434848,-0.5465677148756493,1
3,-0.2289978889843134,-0.8201327901782199,-0.3629245403509515,-0.3306092358261578,-0.5465677148756493,1
4,-0.125269777002122,-0.8201327901782199,2.8488800779997336,0.4865467172029398,-0.5465677148756493,1
5,-0.125269777002122,-0.8201327901782199,2.8488800779997336,0.4865467172029398,-0.5465677148756493,1
6,-0.2101081050131156,-0.8201327901782199,1.3393373208328896,-0.7041120728255366,-0.5465677148756493,1
7,-0.2906382366798009,-0.8201327901782199,-0.2411217358458269,-0.8734839176915831,-0.5465677148756493,1
8,-0.2331072454973459,2.207758795530067,-0.3822965997252443,-0.1934686002443216,1.373105971148554,2
9,0.5936687729472903,1.5357776031667043,0.5427469793693748,0.8493058177742483,0.8596510816336466,1
10,-0.2321793262847256,1.2073418251240196,-0.371638583658147,0.7696757713073759,0.2860618356890653,1
11,-0.2260152915151769,-0.8201327901782199,-0.3802608688526153,0.4827548102283267,-0.5465677148756493,1
12,0.8465267583863062,-0.2105782529634066,1.268421021321017,0.6666622984970564,-0.324533168058392,0
13,0.025251975273633,-0.2515333197169133,-0.2116183898656967,0.7007894612685733,-0.1857615762976062,0
14,0.212360256504129,0.3842642699807295,-0.2627755677578491,0.8644734456727003,-0.2643988116287182,0
15,-0.1849880063286104,2.230423249947056,-0.2592568200721455,-0.1049907708366854,1.548883320712216,1
16,-0.8263790220804739,-0.8201327901782199,-0.3361279233598241,-1.7942853280267688,-0.5465677148756493,1
17,0.2158730935233342,-0.8201327901782199,-0.3447894561246329,0.1509629499496908,-0.5465677148756493,1
18,-0.217133779051526,1.0133022855540073,-0.2825346893775693,-0.4993490961964354,0.5543535797599177,1
19,-0.2220384948896615,-0.8201327901782199,-0.3355865775620235,-0.0082971429840542,-0.5465677148756493,1
20,2.014975886906468,-0.8201327901782199,-0.0207939961410015,0.6913096938320408,-0.5465677148756493,1
21,0.1065774662654214,1.3982003886355068,-0.0968530807319793,1.5514405925734192,0.2768103962383463,1
22,-0.0750958595768703,-0.8201327901782199,-0.3715324798817781,0.6104156783736306,-0.5465677148756493,1
23,-0.0281033794520309,-0.8201327901782199,-0.3821152488829811,-0.389383793932659,-0.5465677148756493,1
24,-0.0425524071914032,0.614885034223777,-0.3951852311521788,0.0378377252070702,-0.1533815382200896,0
25,-0.0825192132778322,1.0419310700807305,0.2493375569614747,0.5459532598052097,0.9059082788872418,1
26,-0.181674009140681,0.2852563901591454,-0.3334211943708213,-0.2535071273423605,0.1981731609072344,0
27,-0.1738529757771675,0.4423170830488069,-0.2235279974173089,-0.1410138870955087,0.688499451795344,1
28,-0.1991056343491899,-0.0670367083224753,-0.3464134935180346,-0.5284203830018017,-0.14875581849473,0
29,-0.1376641264849781,-0.8201327901782199,-0.3263836989994141,1.1615061586840507,-0.5465677148756493,1
30,-0.2547807871064044,-0.8201327901782199,-0.2560087452853422,0.1326353995723947,-0.5465677148756493,1
31,-0.1106881893752324,0.2582180936616847,0.0146641536149346,-0.7685744913939572,-0.2643988116287182,0
32,-0.2983267101557972,-0.8201327901782199,-0.3117673624587992,-0.959433809116144,-0.5465677148756493,1
33,-0.0878216087785193,0.0844572764647678,-0.3585937739685471,0.720380980637407,0.0501501296957295,0
34,-0.3079373020007926,-0.8201327901782199,-0.3342332130675222,-1.041591793566092,-0.5465677148756493,1
35,-0.1710692181393068,-0.8201327901782199,-0.3098726521664972,-0.2326516389819891,-0.5465677148756493,1
36,-0.1522457141118676,0.7313882823672476,-0.375186022671134,1.6702536777779589,1.9513209368184947,3
37,-0.2038777902998083,-0.8201327901782199,-0.3855365543250806,-0.6851525379524716,-0.5465677148756493,1
38,0.0419545211007974,-0.045565119927433,-0.1615439035691455,0.7728356937862199,0.5451021403091987,1
39,-0.2075231872065306,0.0124876931406444,-0.3353159046631233,-0.106254739828223,-0.2967788497062348,0
40,0.1733213696303202,-0.8201327901782199,-0.3493908954059376,0.3993328567868411,-0.5465677148756493,1
41,-0.2364212426852753,1.8013891040535248,-0.3893692825735085,-0.288898259105415,1.11869138625378,2
42,-0.066280627056978,1.91113277807263,-0.3895181526679037,0.0511093996182157,0.4387105866259296,1
43,-0.1208737090963006,-0.8201327901782199,-0.3117673624587992,0.4732750427917943,-0.5465677148756493,1
44,-0.196984676148915,-0.7493560728760432,-0.3323385027752202,-0.3697922745638253,-0.491059078171335,0
45,-0.1147312659445064,1.7170932385026176,-0.1818443709866663,0.4227162831302878,1.1603228637820155,2
46,-0.1994370340679828,-0.8201327901782199,-0.3193462036280069,0.2343849033911764,-0.5465677148756493,1
47,-0.0933228441104822,1.209727557167913,-0.1829270625822674,0.0068704849143975,0.3970791090976939,1
48,0.3218547235933177,-0.8201327901782199,-0.3885924513536647,0.5162499885040748,-0.5465677148756493,1
49,-0.4112677343204324,-0.8201327901782199,-0.3723168899427911,-2.5254913896313056,-0.5465677148756493,1
50,-0.3037616655440015,2.1723704368789787,0.2799235945372059,-1.1294376384779594,0.4849677838795249,0
51,-0.1894950425041945,0.5910277137848411,-0.3512279714078423,0.1749783607889065,-0.2921531299808753,0
52,-0.208583666306668,-0.8201327901782199,-0.2221746329228075,0.4663232133383372,-0.5465677148756493,1
53,-0.2357584432476895,0.306330356546872,6.162187033438022,-0.7925899022331727,7.3079043787848255,1
54,-0.2421875977922725,1.5453205313422786,-0.3905331760387797,-0.1011988638620723,0.6052364967388727,1
55,0.5145305200995351,0.1047359988378634,-0.3068952502785942,0.9952942362968484,-0.1163757804172133,0
56,-0.2527923887936467,1.8089439221925208,-0.3691500170256578,-0.2377075149481397,1.4378660473035874,2
57,0.0474557564327602,0.147679175627948,-0.2579034555776441,0.6521266550943732,-0.0932471817904157,0
58,-0.6994529297827763,-0.8201327901782199,-0.2779332500962646,-0.932890460293853,-0.5465677148756493,1
59,-0.0911356059664488,-0.8201327901782199,-0.3680673254300567,-0.2446593444015968,-0.5465677148756493,1
60,9.296026548618716,-0.0443722539054861,-0.3781634245590371,2.0671399411207845,-0.1533815382200896,0
61,-0.3170839342394778,-0.3823509601237454,-0.3779306458659828,-1.5718267855161403,-0.3430360469598301,0
62,0.0060970715274008,-0.8201327901782199,-0.2489712499139349,-0.4607980419545369,-0.5465677148756493,1
63,-0.1455514397922502,-0.8201327901782199,1.256782086668305,0.5472172287967476,-0.5465677148756493,1
64,-0.0378465311845434,0.4693553795462677,-0.3906252048244058,0.8455139107996354,0.2213017595340319,1
65,-0.3754102847470359,0.4347622649098105,-0.1379953613648214,-3.3047282729142733,-0.2736502510794372,0
