,Return_on_Equity,Payout_Ratio,Total_Cash_(mrq),Profit_Margin,Trailing_Annual_Dividend_Yield,discretized FADY
66,-0.0339360145027867,0.227998821105699,3.498765708259298,1.298646794265887,-0.1996387354736848,0
67,-0.4392378705865569,-0.8201327901782199,-0.1926712869426773,-3.334431544215408,-0.5465677148756493,1
68,-0.1826682082970598,1.0610169264318792,-0.3539923346872424,-0.1132065692816801,0.4664649049780868,1
69,-0.1518480344493161,-0.8201327901782199,-0.3160981288412036,0.4966584691352411,-0.5465677148756493,1
70,-0.1524445539431434,-0.8201327901782199,-0.184551099975669,-0.0594878871413295,-0.5465677148756493,1
71,0.165301496435531,-0.7362345466346286,0.0972193877795191,1.7277642668929227,-0.5326905556995707,0
72,-0.0594537928498434,0.6136921682018303,-0.2882188202544751,0.4214523141387502,0.2721846765129868,1
73,-0.11448142877053036,-0.8201327901782199,-0.3953332892278772,0.0062385004186287,-0.5465677148756493,1
74,-0.0773493776646623,-0.2893074104118952,-0.3919785693189072,0.4043887327529918,-0.3661646455866277,0
75,-0.0691969445823559,-0.8201327901782199,-0.3250303345049127,0.7538761589131551,-0.5465677148756493,1
76,-0.1049881142119938,-0.3040194246825723,-0.1961900346283809,-0.1738770808754879,-0.0654928634382585,0
77,0.0106703876467435,-0.8201327901782199,-0.2922789137379792,-0.3944396698988097,-0.5465677148756493,1
78,0.0216728583106692,2.209349283559329,-0.3518269514960401,1.0515408564202742,0.679248012344625,1
79,-0.1684180203889633,-0.8201327901782199,-0.0849434731803672,-0.1157345072647555,-0.5465677148756493,1
80,-0.0617073109376354,-0.8201327901782199,4.461278536748683,0.6445428411451474,-0.5465677148756493,1
81,-0.0021216414986641,2.3807243687123525,-0.1193189313407023,-0.3609444916230616,0.7810138463025347,1
82,-0.0474571230295388,1.0705598546074533,-0.0911689498550735,0.3430862366634153,0.5034706627809631,1
83,-0.1790228113903375,-0.8201327901782199,-0.1293338286000126,0.9927662983137728,-0.5465677148756493,1
84,-0.0332069351214422,0.2172630269081779,-0.2757678669050624,-0.3799040264961266,-0.0978729015157753,0
85,-0.4782767574603657,-0.8201327901782199,-0.3640072319465526,-2.9937919009960083,-0.5465677148756493,1
86,-0.09104873793636822,0.3826737819514671,-0.3961361050460155,-0.035472476302114,0.2999389948651439,1
87,-0.046909931641169494,1.5345847371447576,-0.2906548763445776,-0.2080042436470046,0.4710906247034464,1
88,-0.1556259912435556,-0.8201327901782199,-0.3545336804850429,0.3974369032995347,-0.5465677148756493,1
89,-0.2166698194452159,-0.8201327901782199,-0.2614222032633477,-0.3053298559954046,-0.3569132061359087,0
90,-0.1442921208608369,-0.8201327901782199,0.308344248921735,-0.2244358405369942,-0.5465677148756493,1
91,0.0091459489402959,1.734588606824504,-0.1553184268944391,1.5451207476157307,0.9059082788872418,1
92,-0.2433806367799272,-0.8201327901782199,-0.3564283907773449,-0.4051834063268798,-0.5465677148756493,1
93,0.1494605898772283,0.1719341180741996,-0.3862538375071663,0.2704080196499998,-0.2921531299808753,0
94,-0.1374652866537023,-0.8201327901782199,-0.0746579030221566,1.338461817499323,-0.5465677148756493,1
95,-0.3725602471654167,0.6975904117454216,-0.3775679441814565,-1.0725590338587645,3.3251596952502736,4
96,-0.3588402988073887,-0.8201327901782199,-0.3307144653818186,-1.6584086614364704,-0.5465677148756493,1
97,-0.285799800785424,-0.8201327901782199,-0.2113477169667965,-0.8722199487000454,-0.5465677148756493,1
98,-0.2246896926400051,1.7560601952195465,-0.3803829423300193,-0.1903086777654774,1.0030483931197918,2
99,-0.2695612145645697,-0.8201327901782199,-0.2219039600239072,-0.6036265379982926,-0.5465677148756493,1
100,-0.472576682297127,-0.8201327901782199,-0.3347745588653227,-1.535803669257317,-0.5465677148756493,1
