,5_Year_Average_Dividend_Yield,Operating_Cash_Flow,Trailing_Annual_Dividend_Yield,Profit_Margin,Payout_Ratio,discretized FADY
0,-1.5516806421923297,-0.1254458946423101,-0.5465677148756493,0.7804195077354459,-0.8201327901782199,1
1,0.0764585902438773,-0.3088779292575805,0.4294591471752105,0.272935957633075,1.5409466892618071,1
2,-0.6528593680749283,-0.2888354741689761,-0.5465677148756493,2.6612053671434848,-0.8201327901782199,1
3,-0.38867153329714765,-0.4368189413156865,-0.5465677148756493,-0.3306092358261578,-0.8201327901782199,1
4,-0.1717130961175159,4.162332377682811,-0.5465677148756493,0.4865467172029398,-0.8201327901782199,1
5,-0.30919802424414894,4.162332377682811,-0.5465677148756493,0.4865467172029398,-0.8201327901782199,1
6,0.34121662851656687,2.646512785220755,-0.5465677148756493,-0.7041120728255366,-0.8201327901782199,1
7,0.4637584247488647,-0.3947119217022558,-0.5465677148756493,-0.8734839176915831,-0.8201327901782199,1
8,1.2931862962042688,-0.2910140018959983,1.373105971148554,-0.1934686002443216,2.207758795530067,2
9,0.9342953901296208,-0.0143409805641771,0.8596510816336466,0.8493058177742483,1.5357776031667043,1
10,-0.0548429607590425,-0.2653073747171362,0.2860618356890653,0.7696757713073759,1.2073418251240196,1
11,-0.2554645466511107,-0.4466319016092854,-0.5465677148756493,0.4827548102283267,-0.8201327901782199,1
12,-0.9389400708453702,4.340971651298633,-0.324533168058392,0.6666622984970564,-0.2105782529634066,0
13,-0.6588300953724744,-0.0962536231002124,-0.1857615762976062,0.7007894612685733,-0.2515333197169133,0
14,-0.8864194504442022,-0.1441812330947011,-0.2643988116287182,0.8644734456727003,0.3842642699807295,0
15,0.6366785411896692,-0.0239265025630749,1.548883320712216,-0.1049907708366854,2.230423249947056,1
16,-0.39856063575700285,-0.4342465357756186,-0.5465677148756493,-1.7942853280267688,-0.8201327901782199,1
17,-1.236556919785322,-0.3973261549746824,-0.5465677148756493,0.1509629499496908,-0.8201327901782199,1
18,1.118117561533709,-0.3432986673445315,0.5543535797599177,-0.4993490961964354,1.0133022855540073,1
19,-0.1122529902862313,-0.4160614934270734,-0.5465677148756493,-0.0082971429840542,-0.8201327901782199,1
20,0.20153126682161054,-0.1193460170066479,-0.5465677148756493,0.6913096938320408,-0.8201327901782199,1
21,1.0305831941984287,0.3124381784891549,0.2768103962383463,1.5514405925734192,1.3982003886355068,1
22,0.18496572659773025,-0.4169329045178823,-0.5465677148756493,0.6104156783736306,-0.8201327901782199,1
23,0.09935698054240671,0.1503557155987021,-0.5465677148756493,-0.389383793932659,-0.8201327901782199,1
24,-0.7726247729083382,-0.403861738155749,-0.1533815382200896,0.0378377252070702,0.614885034223777,0
25,0.9518022635966767,0.3215879949426482,0.9059082788872418,0.5459532598052097,1.0419310700807305,1
26,-0.4399941770342744,-0.3751051721590558,0.1981731609072344,-0.2535071273423605,0.2852563901591454,0
27,0.2690341983814934,0.7647005346189665,0.688499451795344,-0.1410138870955087,0.4423170830488069,1
28,-0.1940347877760416,-0.6731277652156947,-0.14875581849473,-0.5284203830018017,-0.0670367083224753,0
29,-0.2871422269780428,-0.4130115546092424,-0.5465677148756493,1.1615061586840507,-0.8201327901782199,1
30,-0.585154116347476,-0.4523984645027132,-0.5465677148756493,0.1326353995723947,-0.8201327901782199,1
31,-0.991460691246538,0.0070085911606405,-0.2643988116287182,-0.7685744913939572,0.2582180936616847,0
32,-0.6866284238510881,-0.4278255431529934,-0.5465677148756493,-0.959433809116144,-0.8201327901782199,1
33,-0.5537888545701384,-0.2396007475382741,0.0501501296957295,0.720380980637407,0.0844572764647678,0
34,-0.3281827726561316,-0.4511719533923997,-0.5465677148756493,-1.041591793566092,-0.8201327901782199,1
35,-0.12152736729780818,-0.4427528151385496,-0.5465677148756493,-0.2326516389819891,-0.8201327901782199,1
36,0.9430488268631492,-0.2252224645399275,1.9513209368184947,1.6702536777779589,0.7313882823672476,3
37,0.3138999220863431,-0.3746694666136514,-0.5465677148756493,-0.6851525379524716,-0.8201327901782199,1
38,0.6150863843374472,-0.3450414895261492,0.5451021403091987,0.7728356937862199,-0.045565119927433,1
39,0.8392644801309395,-0.3790265220676958,-0.2967788497062348,-0.106254739828223,0.0124876931406444,0
40,0.8633877670799505,-0.4354486473753895,-0.5465677148756493,0.3993328567868411,-0.8201327901782199,1
41,1.2669259860036846,-0.3001638183494917,1.11869138625378,-0.288898259105415,1.8013891040535248,2
42,0.3828288759173572,-0.4151900823362646,0.4387105866259296,0.0511093996182157,1.91113277807263,1
43,0.6136422437396841,-0.3764122887952691,-0.5465677148756493,0.4732750427917943,-0.8201327901782199,1
44,0.9159069259813316,-0.3842549886125491,-0.491059078171335,-0.3697922745638253,-0.7493560728760432,0
45,1.8008856267488926,-0.1093247894623457,1.1603228637820155,0.4227162831302878,1.7170932385026176,2
46,0.5514422428595583,-0.3912262773390202,-0.5465677148756493,0.2343849033911764,-0.8201327901782199,1
47,0.0852120269774053,-0.2683573135349673,0.3970791090976939,0.0068704849143975,1.209727557167913,1
48,0.26566955035234935,-0.4391499659836003,-0.5465677148756493,0.5162499885040748,-0.8201327901782199,1
49,0.2842294839213819,-0.4578456552313595,-0.5465677148756493,-2.5254913896313056,-0.8201327901782199,1
50,0.9605557003302052,0.1586341209613866,0.4849677838795249,-1.1294376384779594,2.1723704368789787,0
51,-1.096501932048874,-0.2740214856252251,-0.2921531299808753,0.1749783607889065,0.5910277137848411,0
52,-0.4832568077271003,-0.3873049274303802,-0.5465677148756493,0.4663232133383372,-0.8201327901782199,1
53,0.4950444851991113,2.068767232014464,7.3079043787848255,-0.7925899022331727,0.306330356546872,1
54,0.2777876351150212,-0.3981975660654913,0.6052364967388727,-0.1011988638620723,1.5453205313422786,1
55,-0.3174460627648824,-0.3210776845289049,-0.1163757804172133,0.9952942362968484,0.1047359988378634,0
56,2.658722426634636,-0.3197705678926916,1.4378660473035874,-0.2377075149481397,1.8089439221925208,2
57,-0.4399941770342744,-0.2600789081722829,-0.0932471817904157,0.6521266550943732,0.147679175627948,0
58,-0.2532369379862018,-0.5912151226796595,-0.5465677148756493,-0.932890460293853,-0.8201327901782199,1
59,-0.5129168629922143,-0.3899191607028069,-0.5465677148756493,-0.2446593444015968,-0.8201327901782199,1
60,-0.5275285443695543,-0.350705661616407,-0.1533815382200896,2.0671399411207845,-0.0443722539054861,0
61,-1.0877484953153462,-0.4239041932443534,-0.3430360469598301,-1.5718267855161403,-0.3823509601237454,0
62,-1.359105034054714,-0.2683573135349673,-0.5465677148756493,-0.4607980419545369,-0.8201327901782199,1
63,-0.9569397535666235,2.409924674066142,-0.5465677148756493,0.5472172287967476,-0.8201327901782199,1
64,-0.3787201198995784,-0.3184634512564783,0.2213017595340319,0.8455139107996354,0.4693553795462677,1
65,-1.367858470788242,-0.4073473825189846,-0.2736502510794372,-3.3047282729142733,0.4347622649098105,0
66,-0.7726247729083382,3.662578117103916,-0.1996387354736848,1.298646794265887,0.227998821105699,0
67,-0.9453821506913865,-0.5659442010462018,-0.5465677148756493,-3.334431544215408,-0.8201327901782199,1
68,0.1902532677797411,-0.2775071299884606,0.4664649049780868,-0.1132065692816801,1.0610169264318792,1
69,-0.6338952884304928,-0.4064759714281757,-0.5465677148756493,0.4966584691352411,-0.8201327901782199,1
