,5_Year_Average_Dividend_Yield,Operating_Cash_Flow,Trailing_Annual_Dividend_Yield,Profit_Margin,Payout_Ratio,discretized FADY
70,-0.8559678689048305,-0.2112798870869853,-0.5465677148756493,-0.0594878871413295,-0.8201327901782199,1
71,-1.516666895258218,0.3455517999398925,-0.5326905556995707,1.7277642668929227,-0.7362345466346286,0
72,-0.5275285443695543,-0.3249990344375449,0.2721846765129868,0.4214523141387502,0.6136921682018303,1
73,-1.0599328526547687,-0.3310989120732071,-0.5465677148756493,0.0062385004186287,-0.8201327901782199,1
74,-1.359105034054714,-0.4103973213368157,-0.3661646455866277,0.4043887327529918,-0.2893074104118952,0
75,-0.8872189530102053,-0.3838192830671447,-0.5465677148756493,0.7538761589131551,-0.8201327901782199,1
76,-0.3174460627648824,-0.2901425908051895,-0.0654928634382585,-0.1738770808754879,-0.3040194246825723,0
77,-0.3139394704151748,-0.3415558451629137,-0.5465677148756493,-0.3944396698988097,-0.8201327901782199,1
78,0.7242129085249491,-0.3886120440665935,0.679248012344625,1.0515408564202742,2.209349283559329,1
79,0.151173743631876,-0.3088779292575805,-0.5465677148756493,-0.1157345072647555,-0.8201327901782199,1
80,0.22407281157663056,2.2670132551734854,-0.5465677148756493,0.6445428411451474,-0.8201327901782199,1
81,0.750473218725533,0.0536290845189158,0.7810138463025347,-0.3609444916230616,2.3807243687123525,1
82,0.5578976105879169,0.0170298187049426,0.5034706627809631,0.3430862366634153,1.0705598546074533,1
83,-0.17894180928703085,-0.2478791529009585,-0.5465677148756493,0.9927662983137728,-0.8201327901782199,1
84,-0.8251453933095062,-0.3541913059796426,-0.0978729015157753,-0.3799040264961266,0.2172630269081779,0
85,-0.2990502627608409,-0.4988520826370987,-0.5465677148756493,-2.9937919009960083,-0.8201327901782199,1
86,-0.6150629117048344,-0.3899191607028069,0.2999389948651439,-0.035472476302114,0.3826737819514671,1
87,0.0151845331091813,-0.2134584148140075,0.4710906247034464,-0.2080042436470046,1.5345847371447576,1
88,-0.20731725725753458,-0.4012475048833224,-0.5465677148756493,0.3974369032995347,-0.8201327901782199,1
89,0.04242466645550639,0.3106953563075371,-0.3569132061359087,-0.3053298559954046,-0.8201327901782199,0
90,0.2503876685336003,0.0545004956097247,-0.5465677148756493,-0.2244358405369942,-0.8201327901782199,1
91,0.6279251044561409,-0.1903660209075721,0.9059082788872418,1.5451207476157307,1.734588606824504,1
92,0.7630295981232968,-0.4456598425374881,-0.5465677148756493,-0.4051834063268798,-0.8201327901782199,1
93,0.8064364198218179,-0.4291326597892067,-0.2921531299808753,0.2704080196499998,0.1719341180741996,0
94,0.9438230986436129,-0.2844784187149317,-0.5465677148756493,1.338461817499323,-0.8201327901782199,1
95,2.299831520559988,-0.3768479943406736,3.3251596952502736,-1.0725590338587645,0.6975904117454216,4
96,1.149272543592435,-0.1816519099994832,-0.5465677148756493,-1.6584086614364704,-0.8201327901782199,1
97,1.0704555307066481,-0.3947119217022558,-0.5465677148756493,-0.8722199487000454,-0.8201327901782199,1
98,0.7417197819920052,-0.252236208355003,1.0030483931197918,-0.1903086777654774,1.7560601952195465,2
99,0.9826479415500652,-0.411704437973029,-0.5465677148756493,-0.6036265379982926,-0.8201327901782199,1
100,0.9902979910637033,-0.4494064745224209,-0.5465677148756493,-1.535803669257317,-0.8201327901782199,1
