,Operating_Cash_Flow,Levered_Free_Cash_Flow,5_Year_Average_Dividend_Yield,Payout_Ratio,Trailing_Annual_Dividend_Yield,discretized FADY
52,-0.3873049274303802,-0.3693457637289832,-0.4832568077271003,-0.8201327901782199,-0.5465677148756493,1
53,2.068767232014464,1.1383597328310473,0.4950444851991113,0.306330356546872,7.3079043787848255,1
54,-0.3981975660654913,-0.3832814219278215,0.2777876351150212,1.5453205313422786,0.6052364967388727,1
55,-0.3210776845289049,-0.2731233618798616,-0.3174460627648824,0.1047359988378634,-0.1163757804172133,0
56,-0.3197705678926916,-0.2936950477924324,2.658722426634636,1.8089439221925208,1.4378660473035874,2
57,-0.2600789081722829,-0.2173807290845083,-0.4399941770342744,0.147679175627948,-0.0932471817904157,0
58,-0.5912151226796595,-0.612887980822967,-0.2532369379862018,-0.8201327901782199,-0.5465677148756493,1
59,-0.3899191607028069,-0.3773089969854623,-0.5129168629922143,-0.8201327901782199,-0.5465677148756493,1
60,-0.350705661616407,-0.3102851170767637,-0.5275285443695543,-0.0443722539054861,-0.1533815382200896,0
61,-0.4239041932443534,-0.3567373110728914,-1.0877484953153462,-0.3823509601237454,-0.3430360469598301,0
62,-0.2683573135349673,-0.2220259484841211,-1.359105034054714,-0.8201327901782199,-0.5465677148756493,1
63,2.409924674066142,1.4986960376867235,-0.9569397535666235,-0.8201327901782199,-0.5465677148756493,1
64,-0.3184634512564783,-0.3195755558759893,-0.3787201198995784,0.4693553795462677,0.2213017595340319,1
65,-0.4073473825189846,-0.7953787429506116,-1.367858470788242,0.4347622649098105,-0.2736502510794372,0
66,3.662578117103916,2.8909346520278083,-0.7726247729083382,0.227998821105699,-0.1996387354736848,0
67,-0.5659442010462018,-0.5286104288585639,-0.9453821506913865,-0.8201327901782199,-0.5465677148756493,1
68,-0.2775071299884606,-0.1636289046032748,0.1902532677797411,1.0610169264318792,0.4664649049780868,1
69,-0.4064759714281757,-0.3924869195723113,-0.6338952884304928,-0.8201327901782199,-0.5465677148756493,1
70,-0.2112798870869853,0.7415252755498422,-0.8559678689048305,-0.8201327901782199,-0.5465677148756493,1
71,0.3455517999398925,0.4813929891715269,-1.516666895258218,-0.7362345466346286,-0.5326905556995707,0
72,-0.3249990344375449,-0.3434652556454264,-0.5275285443695543,0.6136921682018303,0.2721846765129868,1
73,-0.3310989120732071,-0.3408108445599334,-1.0599328526547687,-0.8201327901782199,-0.5465677148756493,1
74,-0.4103973213368157,-0.4325313652080589,-1.359105034054714,-0.2893074104118952,-0.3661646455866277,0
75,-0.3838192830671447,-0.4382595843305528,-0.8872189530102053,-0.8201327901782199,-0.5465677148756493,1
76,-0.2901425908051895,-0.4596090126911731,-0.3174460627648824,-0.3040194246825723,-0.0654928634382585,0
77,-0.3415558451629137,-0.2956858561065522,-0.3139394704151748,-0.8201327901782199,-0.5465677148756493,1
78,-0.3886120440665935,-0.3434652556454264,0.7242129085249491,2.209349283559329,0.679248012344625,1
79,-0.3088779292575805,-0.1576564796609155,0.151173743631876,-0.8201327901782199,-0.5465677148756493,1
80,2.2670132551734854,3.1338132663504186,0.22407281157663056,-0.8201327901782199,-0.5465677148756493,1
81,0.0536290845189158,-0.0375443780423567,0.750473218725533,2.3807243687123525,0.7810138463025347,1
82,0.0170298187049426,0.1967074002524014,0.5578976105879169,1.0705598546074533,0.5034706627809631,1
83,-0.2478791529009585,-0.2206987429413746,-0.17894180928703085,-0.8201327901782199,-0.5465677148756493,1
84,-0.3541913059796426,-0.3501012833591589,-0.8251453933095062,0.2172630269081779,-0.0978729015157753,0
85,-0.4988520826370987,-0.4733382904281143,-0.2990502627608409,-0.8201327901782199,-0.5465677148756493,1
86,-0.3899191607028069,-0.3852722302419413,-0.6150629117048344,0.3826737819514671,0.2999389948651439,1
87,-0.2134584148140075,-0.2784321840508476,0.0151845331091813,1.5345847371447576,0.4710906247034464,1
88,-0.4012475048833224,-0.3666913526434902,-0.20731725725753458,-0.8201327901782199,-0.5465677148756493,1
89,0.3106953563075371,0.1124298482879983,0.04242466645550639,-0.8201327901782199,-0.3569132061359087,0
90,0.0545004956097247,-0.3481104750450391,0.2503876685336003,-0.8201327901782199,-0.5465677148756493,1
91,-0.1903660209075721,-0.4641334563863959,0.6279251044561409,1.734588606824504,0.9059082788872418,1
92,-0.4456598425374881,-0.4183986169861227,0.7630295981232968,-0.8201327901782199,-0.5465677148756493,1
93,-0.4291326597892067,-0.4271449015128222,0.8064364198218179,0.1719341180741996,-0.2921531299808753,0
94,-0.2844784187149317,-0.1948182348578177,0.9438230986436129,-0.8201327901782199,-0.5465677148756493,1
95,-0.3768479943406736,-0.2432612371680652,2.299831520559988,0.6975904117454216,3.3251596952502736,4
96,-0.1816519099994832,0.9717954372163607,1.149272543592435,-0.8201327901782199,-0.5465677148756493,1
97,-0.3947119217022558,-0.3421380501026799,1.0704555307066481,-0.8201327901782199,-0.5465677148756493,1
98,-0.252236208355003,-0.523301606687578,0.7417197819920052,1.7560601952195465,1.0030483931197918,2
99,-0.411704437973029,-0.3474468722736659,0.9826479415500652,-0.8201327901782199,-0.5465677148756493,1
100,-0.4494064745224209,-0.4169300640530737,0.9902979910637033,-0.8201327901782199,-0.5465677148756493,1
