,Trailing_Annual_Dividend_Yield,5_Year_Average_Dividend_Yield,Levered_Free_Cash_Flow,Profit_Margin,Payout_Ratio,discretized FADY
53,7.3079043787848255,0.4950444851991113,1.1383597328310473,-0.7925899022331727,0.306330356546872,1
54,0.6052364967388727,0.2777876351150212,-0.3832814219278215,-0.1011988638620723,1.5453205313422786,1
55,-0.1163757804172133,-0.3174460627648824,-0.2731233618798616,0.9952942362968484,0.1047359988378634,0
56,1.4378660473035874,2.658722426634636,-0.2936950477924324,-0.2377075149481397,1.8089439221925208,2
57,-0.0932471817904157,-0.4399941770342744,-0.2173807290845083,0.6521266550943732,0.147679175627948,0
58,-0.5465677148756493,-0.2532369379862018,-0.612887980822967,-0.932890460293853,-0.8201327901782199,1
59,-0.5465677148756493,-0.5129168629922143,-0.3773089969854623,-0.2446593444015968,-0.8201327901782199,1
60,-0.1533815382200896,-0.5275285443695543,-0.3102851170767637,2.0671399411207845,-0.0443722539054861,0
61,-0.3430360469598301,-1.0877484953153462,-0.3567373110728914,-1.5718267855161403,-0.3823509601237454,0
62,-0.5465677148756493,-1.359105034054714,-0.2220259484841211,-0.4607980419545369,-0.8201327901782199,1
63,-0.5465677148756493,-0.9569397535666235,1.4986960376867235,0.5472172287967476,-0.8201327901782199,1
64,0.2213017595340319,-0.3787201198995784,-0.3195755558759893,0.8455139107996354,0.4693553795462677,1
65,-0.2736502510794372,-1.367858470788242,-0.7953787429506116,-3.3047282729142733,0.4347622649098105,0
66,-0.1996387354736848,-0.7726247729083382,2.8909346520278083,1.298646794265887,0.227998821105699,0
67,-0.5465677148756493,-0.9453821506913865,-0.5286104288585639,-3.334431544215408,-0.8201327901782199,1
68,0.4664649049780868,0.1902532677797411,-0.1636289046032748,-0.1132065692816801,1.0610169264318792,1
69,-0.5465677148756493,-0.6338952884304928,-0.3924869195723113,0.4966584691352411,-0.8201327901782199,1
70,-0.5465677148756493,-0.8559678689048305,0.7415252755498422,-0.0594878871413295,-0.8201327901782199,1
71,-0.5326905556995707,-1.516666895258218,0.4813929891715269,1.7277642668929227,-0.7362345466346286,0
72,0.2721846765129868,-0.5275285443695543,-0.3434652556454264,0.4214523141387502,0.6136921682018303,1
73,-0.5465677148756493,-1.0599328526547687,-0.3408108445599334,0.0062385004186287,-0.8201327901782199,1
74,-0.3661646455866277,-1.359105034054714,-0.4325313652080589,0.4043887327529918,-0.2893074104118952,0
75,-0.5465677148756493,-0.8872189530102053,-0.4382595843305528,0.7538761589131551,-0.8201327901782199,1
76,-0.0654928634382585,-0.3174460627648824,-0.4596090126911731,-0.1738770808754879,-0.3040194246825723,0
77,-0.5465677148756493,-0.3139394704151748,-0.2956858561065522,-0.3944396698988097,-0.8201327901782199,1
78,0.679248012344625,0.7242129085249491,-0.3434652556454264,1.0515408564202742,2.209349283559329,1
79,-0.5465677148756493,0.151173743631876,-0.1576564796609155,-0.1157345072647555,-0.8201327901782199,1
80,-0.5465677148756493,0.22407281157663056,3.1338132663504186,0.6445428411451474,-0.8201327901782199,1
81,0.7810138463025347,0.750473218725533,-0.0375443780423567,-0.3609444916230616,2.3807243687123525,1
82,0.5034706627809631,0.5578976105879169,0.1967074002524014,0.3430862366634153,1.0705598546074533,1
83,-0.5465677148756493,-0.17894180928703085,-0.2206987429413746,0.9927662983137728,-0.8201327901782199,1
84,-0.0978729015157753,-0.8251453933095062,-0.3501012833591589,-0.3799040264961266,0.2172630269081779,0
85,-0.5465677148756493,-0.2990502627608409,-0.4733382904281143,-2.9937919009960083,-0.8201327901782199,1
86,0.2999389948651439,-0.6150629117048344,-0.3852722302419413,-0.035472476302114,0.3826737819514671,1
87,0.4710906247034464,0.0151845331091813,-0.2784321840508476,-0.2080042436470046,1.5345847371447576,1
88,-0.5465677148756493,-0.20731725725753458,-0.3666913526434902,0.3974369032995347,-0.8201327901782199,1
89,-0.3569132061359087,0.04242466645550639,0.1124298482879983,-0.3053298559954046,-0.8201327901782199,0
90,-0.5465677148756493,0.2503876685336003,-0.3481104750450391,-0.2244358405369942,-0.8201327901782199,1
91,0.9059082788872418,0.6279251044561409,-0.4641334563863959,1.5451207476157307,1.734588606824504,1
92,-0.5465677148756493,0.7630295981232968,-0.4183986169861227,-0.4051834063268798,-0.8201327901782199,1
93,-0.2921531299808753,0.8064364198218179,-0.4271449015128222,0.2704080196499998,0.1719341180741996,0
94,-0.5465677148756493,0.9438230986436129,-0.1948182348578177,1.338461817499323,-0.8201327901782199,1
95,3.3251596952502736,2.299831520559988,-0.2432612371680652,-1.0725590338587645,0.6975904117454216,4
96,-0.5465677148756493,1.149272543592435,0.9717954372163607,-1.6584086614364704,-0.8201327901782199,1
97,-0.5465677148756493,1.0704555307066481,-0.3421380501026799,-0.8722199487000454,-0.8201327901782199,1
98,1.0030483931197918,0.7417197819920052,-0.523301606687578,-0.1903086777654774,1.7560601952195465,2
99,-0.5465677148756493,0.9826479415500652,-0.3474468722736659,-0.6036265379982926,-0.8201327901782199,1
100,-0.5465677148756493,0.9902979910637033,-0.4169300640530737,-1.535803669257317,-0.8201327901782199,1
