,Total_Debt/Equity_(mrq),Return_on_Equity,Levered_Free_Cash_Flow,5_Year_Average_Dividend_Yield,Payout_Ratio,discretized FADY
43,6.927510389100895,-0.1208737090963006,-0.3434652556454264,-0.5973971333619512,-0.8201327901782199,1
44,0.2105275087596728,-0.196984676148915,-0.2930314450210591,-1.16036592627253,-0.7493560728760432,0
45,0.0364835903587678,-0.1147312659445064,0.1568912339700063,1.8008856267488926,1.7170932385026176,2
46,-0.4211621908569968,-0.1994370340679828,-0.5611269646558533,-1.1009319892510263,-0.8201327901782199,1
47,0.0756788894378984,-0.0933228441104822,-0.1808825766589794,0.0852120269774053,1.209727557167913,1
48,-0.0915963628569718,0.3218547235933177,-0.4160395091338908,-1.1384387677361874,-0.8201327901782199,1
49,-0.3507470752422805,-0.4112677343204324,-0.4288377521825953,-1.1006006220818376,-0.8201327901782199,1
50,-0.3101875488859647,-0.3037616655440015,-0.7522445628113502,0.9605557003302052,2.1723704368789787,0
51,0.5109839699761244,-0.1894950425041945,-0.1702649323170073,-1.096501932048874,0.5910277137848411,0
52,2.297254939005523,-0.208583666306668,-0.3693457637289832,-1.189554539386046,-0.8201327901782199,1
53,-0.4291376734005415,-0.2357584432476895,1.1383597328310473,0.839724578234682,0.306330356546872,1
54,-0.2492170836517617,-0.2421875977922725,-0.3832814219278215,0.2777876351150212,1.5453205313422786,1
55,0.5115495044985908,0.5145305200995351,-0.2731233618798616,-0.3174460627648824,0.1047359988378634,0
56,-0.3415647762612258,-0.2527923887936467,-0.2936950477924324,2.658722426634636,1.8089439221925208,2
57,-0.2278616797358231,0.0474557564327602,-0.2173807290845083,-0.4399941770342744,0.147679175627948,0
58,-0.3193173775871276,-0.6994529297827763,-0.612887980822967,-0.9435738887526826,-0.8201327901782199,1
59,-0.3790285561039288,-0.0911356059664488,-0.3773089969854623,-1.0823584283488812,-0.8201327901782199,1
60,5.875949449362067,9.296026548618716,-0.3102851170767637,-0.5275285443695543,-0.0443722539054861,0
61,-0.4005413708595426,-0.3170839342394778,-0.3567373110728914,-1.0877484953153462,-0.3823509601237454,0
62,0.4502117473051454,0.0060970715274008,-0.2220259484841211,-1.359105034054714,-0.8201327901782199,1
63,-0.4174368009846833,-0.1455514397922502,1.4986960376867235,-0.8745163023252861,-0.8201327901782199,1
64,-0.092960590134157,-0.0378465311845434,-0.3195755558759893,-0.3787201198995784,0.4693553795462677,1
65,-0.3863743952887726,-0.3754102847470359,-0.7953787429506116,-1.367858470788242,0.4347622649098105,0
66,-0.3016348932636109,-0.0339360145027867,2.8909346520278083,-0.7726247729083382,0.227998821105699,0
67,-0.4961422208222947,-0.4392378705865569,-0.5286104288585639,-1.2165739919174219,-0.8201327901782199,1
68,-0.1771229190805096,-0.1826682082970598,-0.1636289046032748,0.1902532677797411,1.0610169264318792,1
69,-0.5492421440727366,-0.1518480344493161,-0.3924869195723113,-1.195673459440513,-0.8201327901782199,1
70,-0.1549804609661949,-0.1524445539431434,0.7415252755498422,-1.0878976874440105,-0.8201327901782199,1
71,-0.3789236155441454,0.165301496435531,0.4813929891715269,-1.516666895258218,-0.7362345466346286,0
72,0.1134050206800602,-0.0594537928498434,-0.3434652556454264,-0.5275285443695543,0.6136921682018303,1
73,-0.13449352100470677,-0.11448142877053036,-0.3408108445599334,-1.226240954333359,-0.8201327901782199,1
74,-0.5425259482465937,-0.0773493776646623,-0.4325313652080589,-1.359105034054714,-0.2893074104118952,0
75,-0.2912982481249379,-0.0691969445823559,-0.4382595843305528,-1.2068795842415336,-0.8201327901782199,1
76,-0.1269088612241134,-0.1049881142119938,-0.4596090126911731,-0.3174460627648824,-0.3040194246825723,0
77,-0.015566927293839,0.0106703876467435,-0.2956858561065522,-1.1093280885338075,-0.8201327901782199,1
78,-0.4260419268869287,0.0216728583106692,-0.3434652556454264,0.7242129085249491,2.209349283559329,1
79,-0.254201760241477,-0.1684180203889633,-0.1576564796609155,-1.1165217082892023,-0.8201327901782199,1
80,-0.4869074515613483,-0.0617073109376354,3.1338132663504186,-0.7533377025162349,-0.8201327901782199,1
81,0.6855409526196038,-0.0021216414986641,-0.0375443780423567,0.750473218725533,2.3807243687123525,1
82,-0.1622213595912551,-0.0474571230295388,0.1967074002524014,0.5578976105879169,1.0705598546074533,1
83,-0.4959323397027278,-0.1790228113903375,-0.2206987429413746,-1.3292349404112354,-0.8201327901782199,1
84,0.1088925766093705,-0.0332069351214422,-0.3501012833591589,-0.8251453933095062,0.2172630269081779,0
85,-0.5272046265182054,-0.4782767574603657,-0.4733382904281143,-1.1892738268236664,-0.8201327901782199,1
86,0.0723264316840735,-0.09104873793636822,-0.3852722302419413,-0.6150629117048344,0.3826737819514671,1
87,-0.13452349063051824,-0.046909931641169494,-0.2784321840508476,0.0151845331091813,1.5345847371447576,1
88,-0.4945156421456507,-0.1556259912435556,-0.3666913526434902,-1.1763758928072379,-0.8201327901782199,1
89,0.3708766841088332,-0.2166698194452159,0.1124298482879983,-1.1143987370920887,-0.8201327901782199,0
90,-0.4740522329878718,-0.1442921208608369,-0.3481104750450391,-1.0973417853537082,-0.8201327901782199,1
91,-0.1987931446757986,0.0091459489402959,-0.4641334563863959,0.6279251044561409,1.734588606824504,1
92,-0.4924693012298728,-0.2433806367799272,-0.4183986169861227,-1.008126477716615,-0.8201327901782199,1
93,3.5567146682956703,0.1494605898772283,-0.4271449015128222,-0.7193724646246101,0.1719341180741996,0
94,-0.5291984971540915,-0.1374652866537023,-0.1948182348578177,-1.2442345676949855,-0.8201327901782199,1
95,0.0827623772232834,-0.3725602471654167,-0.2432612371680652,2.299831520559988,0.6975904117454216,4
96,-0.0433237053565701,-0.3588402988073887,0.9717954372163607,-0.9802270296155646,-0.8201327901782199,1
97,-0.2933970593206075,-0.285799800785424,-0.3421380501026799,-0.9569755227656017,-0.8201327901782199,1
98,0.2712356225944171,-0.2246896926400051,-0.523301606687578,0.7417197819920052,1.7560601952195465,2
99,-0.5472482734368505,-0.2695612145645697,-0.3474468722736659,-0.9743791132778125,-0.8201327901782199,1
100,0.2430066120126604,-0.472576682297127,-0.4169300640530737,-1.014716557476893,-0.8201327901782199,1
