,Total_Cash_(mrq),Profit_Margin,Payout_Ratio,Total_Debt/Equity_(mrq),Trailing_Annual_Dividend_Yield,discretized FADY
0,-0.1940246514371787,0.7804195077354459,-0.8201327901782199,-0.4166497467863072,-0.5465677148756493,1
1,-0.3580524281707465,0.272935957633075,1.5409466892618071,0.0161775920406641,0.4294591471752105,1
2,-0.1009131742154835,2.6612053671434848,-0.8201327901782199,-0.4200603149792703,-0.5465677148756493,1
3,-0.3629245403509515,-0.3306092358261578,-0.8201327901782199,-0.5353375199014252,-0.5465677148756493,1
4,2.8488800779997336,0.4865467172029398,-0.8201327901782199,-0.4944107015858672,-0.5465677148756493,1
5,2.8488800779997336,0.4865467172029398,-0.8201327901782199,-0.4944107015858672,-0.5465677148756493,1
6,1.3393373208328896,-0.7041120728255366,-0.8201327901782199,-0.0766423330878255,-0.5465677148756493,1
7,-0.2411217358458269,-0.8734839176915831,-0.8201327901782199,-0.5255255775616697,-0.5465677148756493,1
8,-0.3822965997252443,-0.1934686002443216,2.207758795530067,0.3340950179047227,1.373105971148554,2
9,0.5427469793693748,0.8493058177742483,1.5357776031667043,3.591292582744327,0.8596510816336466,1
10,-0.371638583658147,0.7696757713073759,1.2073418251240196,-0.4428848867321777,0.2860618356890653,1
11,-0.3802608688526153,0.4827548102283267,-0.8201327901782199,-0.4609871332948282,-0.5465677148756493,1
12,1.268421021321017,0.6666622984970564,-0.2105782529634066,0.4934997282158317,-0.324533168058392,0
13,-0.2116183898656967,0.7007894612685733,-0.2515333197169133,-0.3744111714734556,-0.1857615762976062,0
14,-0.2627755677578491,0.8644734456727003,0.3842642699807295,-0.3340090559568151,-0.2643988116287182,0
15,-0.2592568200721455,-0.1049907708366854,2.230423249947056,-0.1362485710448433,1.548883320712216,1
16,-0.3361279233598241,-1.7942853280267688,-0.8201327901782199,0.3102210405539806,-0.5465677148756493,1
17,-0.3447894561246329,0.1509629499496908,-0.8201327901782199,0.384676367720361,-0.5465677148756493,1
18,-0.2825346893775693,-0.4993490961964354,1.0133022855540073,-0.3235149999784669,0.5543535797599177,1
19,-0.3355865775620235,-0.0082971429840542,-0.8201327901782199,-0.2733009421220708,-0.5465677148756493,1
20,-0.0207939961410015,0.6913096938320408,-0.8201327901782199,5.042108980811822,-0.5465677148756493,1
21,-0.0968530807319793,1.5514405925734192,1.3982003886355068,0.3183014636573087,0.2768103962383463,1
22,-0.3715324798817781,0.6104156783736306,-0.8201327901782199,-0.4435145300908785,-0.5465677148756493,1
23,-0.3821152488829811,-0.389383793932659,-0.8201327901782199,2.9379326575323685,-0.5465677148756493,1
24,-0.3951852311521788,0.0378377252070702,0.614885034223777,-0.2102841359720898,-0.1533815382200896,0
25,0.2493375569614747,0.5459532598052097,1.0419310700807305,-0.4515949531942066,0.9059082788872418,1
26,-0.3334211943708213,-0.2535071273423605,0.2852563901591454,-0.4939909393467334,0.1981731609072344,0
27,-0.2235279974173089,-0.1410138870955087,0.4423170830488069,0.0921020870440133,0.688499451795344,1
28,-0.3464134935180346,-0.5284203830018017,-0.0670367083224753,-0.196274571240995,-0.14875581849473,0
29,-0.3263836989994141,1.1615061586840507,-0.8201327901782199,-0.5420537157275681,-0.5465677148756493,1
30,-0.2560087452853422,0.1326353995723947,-0.8201327901782199,-0.4725305948710113,-0.5465677148756493,1
31,0.0146641536149346,-0.7685744913939572,0.2582180936616847,-0.3322250664404959,-0.2643988116287182,0
32,-0.3117673624587992,-0.959433809116144,-0.8201327901782199,-0.3504847238428217,-0.5465677148756493,1
33,-0.3585937739685471,0.720380980637407,0.0844572764647678,0.2858748306842127,0.0501501296957295,0
34,-0.3342332130675222,-1.041591793566092,-0.8201327901782199,-0.2949711677173598,-0.5465677148756493,1
35,-0.3098726521664972,-0.2326516389819891,-0.8201327901782199,0.0762035922368158,-0.5465677148756493,1
36,-0.375186022671134,1.6702536777779589,0.7313882823672476,-0.353265648677084,1.9513209368184947,3
37,-0.3855365543250806,-0.6851525379524716,-0.8201327901782199,0.0703793911688326,-0.5465677148756493,1
38,-0.1615439035691455,0.7728356937862199,-0.045565119927433,0.1757921834713402,0.5451021403091987,1
39,-0.3353159046631233,-0.106254739828223,0.0124876931406444,-0.3985475002236565,-0.2967788497062348,0
40,-0.3493908954059376,0.3993328567868411,-0.8201327901782199,0.1279917584899641,-0.5465677148756493,1
41,-0.3893692825735085,-0.288898259105415,1.8013891040535248,0.3374531158177942,1.11869138625378,2
42,-0.3895181526679037,0.0511093996182157,1.91113277807263,-0.4712713081536095,0.4387105866259296,1
43,-0.3117673624587992,0.4732750427917943,-0.8201327901782199,6.927510389100895,-0.5465677148756493,1
44,-0.3323385027752202,-0.3697922745638253,-0.7493560728760432,0.2105275087596728,-0.491059078171335,0
45,-0.1818443709866663,0.4227162831302878,1.7170932385026176,0.0364835903587678,1.1603228637820155,2
46,-0.3193462036280069,0.2343849033911764,-0.8201327901782199,-0.4211621908569968,-0.5465677148756493,1
47,-0.1829270625822674,0.0068704849143975,1.209727557167913,0.0756788894378984,0.3970791090976939,1
48,-0.3885924513536647,0.5162499885040748,-0.8201327901782199,-0.0915963628569718,-0.5465677148756493,1
49,-0.3723168899427911,-2.5254913896313056,-0.8201327901782199,-0.3507470752422805,-0.5465677148756493,1
50,0.2799235945372059,-1.1294376384779594,2.1723704368789787,-0.3101875488859647,0.4849677838795249,0
51,-0.3512279714078423,0.1749783607889065,0.5910277137848411,0.5109839699761244,-0.2921531299808753,0
52,-0.2221746329228075,0.4663232133383372,-0.8201327901782199,2.297254939005523,-0.5465677148756493,1
53,6.162187033438022,-0.7925899022331727,0.306330356546872,-0.4291376734005415,7.3079043787848255,1
54,-0.3905331760387797,-0.1011988638620723,1.5453205313422786,-0.2492170836517617,0.6052364967388727,1
55,-0.3068952502785942,0.9952942362968484,0.1047359988378634,0.5115495044985908,-0.1163757804172133,0
56,-0.3691500170256578,-0.2377075149481397,1.8089439221925208,-0.3415647762612258,1.4378660473035874,2
57,-0.2579034555776441,0.6521266550943732,0.147679175627948,-0.2278616797358231,-0.0932471817904157,0
58,-0.2779332500962646,-0.932890460293853,-0.8201327901782199,-0.3193173775871276,-0.5465677148756493,1
59,-0.3680673254300567,-0.2446593444015968,-0.8201327901782199,-0.3790285561039288,-0.5465677148756493,1
60,-0.3781634245590371,2.0671399411207845,-0.0443722539054861,5.875949449362067,-0.1533815382200896,0
61,-0.3779306458659828,-1.5718267855161403,-0.3823509601237454,-0.4005413708595426,-0.3430360469598301,0
62,-0.2489712499139349,-0.4607980419545369,-0.8201327901782199,0.4502117473051454,-0.5465677148756493,1
63,1.256782086668305,0.5472172287967476,-0.8201327901782199,-0.4174368009846833,-0.5465677148756493,1
64,-0.3906252048244058,0.8455139107996354,0.4693553795462677,-0.092960590134157,0.2213017595340319,1
65,-0.1379953613648214,-3.3047282729142733,0.4347622649098105,-0.3863743952887726,-0.2736502510794372,0
66,3.498765708259298,1.298646794265887,0.227998821105699,-0.3016348932636109,-0.1996387354736848,0
67,-0.1926712869426773,-3.334431544215408,-0.8201327901782199,-0.4961422208222947,-0.5465677148756493,1
68,-0.3539923346872424,-0.1132065692816801,1.0610169264318792,-0.1771229190805096,0.4664649049780868,1
69,-0.3160981288412036,0.4966584691352411,-0.8201327901782199,-0.5492421440727366,-0.5465677148756493,1
70,-0.184551099975669,-0.0594878871413295,-0.8201327901782199,-0.1549804609661949,-0.5465677148756493,1
71,0.0972193877795191,1.7277642668929227,-0.7362345466346286,-0.3789236155441454,-0.5326905556995707,0
72,-0.2882188202544751,0.4214523141387502,0.6136921682018303,0.1134050206800602,0.2721846765129868,1
73,-0.3953332892278772,0.0062385004186287,-0.8201327901782199,-0.13449352100470677,-0.5465677148756493,1
74,-0.3919785693189072,0.4043887327529918,-0.2893074104118952,-0.5425259482465937,-0.3661646455866277,0
75,-0.3250303345049127,0.7538761589131551,-0.8201327901782199,-0.2912982481249379,-0.5465677148756493,1
76,-0.1961900346283809,-0.1738770808754879,-0.3040194246825723,-0.1269088612241134,-0.0654928634382585,0
77,-0.2922789137379792,-0.3944396698988097,-0.8201327901782199,-0.015566927293839,-0.5465677148756493,1
78,-0.3518269514960401,1.0515408564202742,2.209349283559329,-0.4260419268869287,0.679248012344625,1
79,-0.0849434731803672,-0.1157345072647555,-0.8201327901782199,-0.254201760241477,-0.5465677148756493,1
80,4.461278536748683,0.6445428411451474,-0.8201327901782199,-0.4869074515613483,-0.5465677148756493,1
81,-0.1193189313407023,-0.3609444916230616,2.3807243687123525,0.6855409526196038,0.7810138463025347,1
82,-0.0911689498550735,0.3430862366634153,1.0705598546074533,-0.1622213595912551,0.5034706627809631,1
83,-0.1293338286000126,0.9927662983137728,-0.8201327901782199,-0.4959323397027278,-0.5465677148756493,1
84,-0.2757678669050624,-0.3799040264961266,0.2172630269081779,0.1088925766093705,-0.0978729015157753,0
85,-0.3640072319465526,-2.9937919009960083,-0.8201327901782199,-0.5272046265182054,-0.5465677148756493,1
86,-0.3961361050460155,-0.035472476302114,0.3826737819514671,0.0723264316840735,0.2999389948651439,1
87,-0.2906548763445776,-0.2080042436470046,1.5345847371447576,-0.13452349063051824,0.4710906247034464,1
88,-0.3545336804850429,0.3974369032995347,-0.8201327901782199,-0.4945156421456507,-0.5465677148756493,1
