,5_Year_Average_Dividend_Yield,Total_Cash_(mrq),Levered_Free_Cash_Flow,Trailing_Annual_Dividend_Yield,Payout_Ratio,discretized FADY
52,-1.189554539386046,-0.2221746329228075,-0.3693457637289832,-0.5465677148756493,-0.8201327901782199,1
53,0.839724578234682,6.162187033438022,1.1383597328310473,7.3079043787848255,0.306330356546872,1
54,0.2777876351150212,-0.3905331760387797,-0.3832814219278215,0.6052364967388727,1.5453205313422786,1
55,-0.3174460627648824,-0.3068952502785942,-0.2731233618798616,-0.1163757804172133,0.1047359988378634,0
56,2.658722426634636,-0.3691500170256578,-0.2936950477924324,1.4378660473035874,1.8089439221925208,2
57,-0.4399941770342744,-0.2579034555776441,-0.2173807290845083,-0.0932471817904157,0.147679175627948,0
58,-0.9435738887526826,-0.2779332500962646,-0.612887980822967,-0.5465677148756493,-0.8201327901782199,1
59,-1.0823584283488812,-0.3680673254300567,-0.3773089969854623,-0.5465677148756493,-0.8201327901782199,1
60,-0.5275285443695543,-0.3781634245590371,-0.3102851170767637,-0.1533815382200896,-0.0443722539054861,0
61,-1.0877484953153462,-0.3779306458659828,-0.3567373110728914,-0.3430360469598301,-0.3823509601237454,0
62,-1.359105034054714,-0.2489712499139349,-0.2220259484841211,-0.5465677148756493,-0.8201327901782199,1
63,-0.8745163023252861,1.256782086668305,1.4986960376867235,-0.5465677148756493,-0.8201327901782199,1
64,-0.3787201198995784,-0.3906252048244058,-0.3195755558759893,0.2213017595340319,0.4693553795462677,1
65,-1.367858470788242,-0.1379953613648214,-0.7953787429506116,-0.2736502510794372,0.4347622649098105,0
66,-0.7726247729083382,3.498765708259298,2.8909346520278083,-0.1996387354736848,0.227998821105699,0
67,-1.2165739919174219,-0.1926712869426773,-0.5286104288585639,-0.5465677148756493,-0.8201327901782199,1
68,0.1902532677797411,-0.3539923346872424,-0.1636289046032748,0.4664649049780868,1.0610169264318792,1
69,-1.195673459440513,-0.3160981288412036,-0.3924869195723113,-0.5465677148756493,-0.8201327901782199,1
70,-1.0878976874440105,-0.184551099975669,0.7415252755498422,-0.5465677148756493,-0.8201327901782199,1
71,-1.516666895258218,0.0972193877795191,0.4813929891715269,-0.5326905556995707,-0.7362345466346286,0
72,-0.5275285443695543,-0.2882188202544751,-0.3434652556454264,0.2721846765129868,0.6136921682018303,1
73,-1.226240954333359,-0.3953332892278772,-0.3408108445599334,-0.5465677148756493,-0.8201327901782199,1
74,-1.359105034054714,-0.3919785693189072,-0.4325313652080589,-0.3661646455866277,-0.2893074104118952,0
75,-1.2068795842415336,-0.3250303345049127,-0.4382595843305528,-0.5465677148756493,-0.8201327901782199,1
76,-0.3174460627648824,-0.1961900346283809,-0.4596090126911731,-0.0654928634382585,-0.3040194246825723,0
77,-1.1093280885338075,-0.2922789137379792,-0.2956858561065522,-0.5465677148756493,-0.8201327901782199,1
78,0.7242129085249491,-0.3518269514960401,-0.3434652556454264,0.679248012344625,2.209349283559329,1
79,-1.1165217082892023,-0.0849434731803672,-0.1576564796609155,-0.5465677148756493,-0.8201327901782199,1
80,-0.7533377025162349,4.461278536748683,3.1338132663504186,-0.5465677148756493,-0.8201327901782199,1
81,0.750473218725533,-0.1193189313407023,-0.0375443780423567,0.7810138463025347,2.3807243687123525,1
82,0.5578976105879169,-0.0911689498550735,0.1967074002524014,0.5034706627809631,1.0705598546074533,1
83,-1.3292349404112354,-0.1293338286000126,-0.2206987429413746,-0.5465677148756493,-0.8201327901782199,1
84,-0.8251453933095062,-0.2757678669050624,-0.3501012833591589,-0.0978729015157753,0.2172630269081779,0
85,-1.1892738268236664,-0.3640072319465526,-0.4733382904281143,-0.5465677148756493,-0.8201327901782199,1
86,-0.6150629117048344,-0.3961361050460155,-0.3852722302419413,0.2999389948651439,0.3826737819514671,1
87,0.0151845331091813,-0.2906548763445776,-0.2784321840508476,0.4710906247034464,1.5345847371447576,1
88,-1.1763758928072379,-0.3545336804850429,-0.3666913526434902,-0.5465677148756493,-0.8201327901782199,1
89,-1.1143987370920887,-0.2614222032633477,0.1124298482879983,-0.3569132061359087,-0.8201327901782199,0
90,-1.0973417853537082,0.308344248921735,-0.3481104750450391,-0.5465677148756493,-0.8201327901782199,1
91,0.6279251044561409,-0.1553184268944391,-0.4641334563863959,0.9059082788872418,1.734588606824504,1
92,-1.008126477716615,-0.3564283907773449,-0.4183986169861227,-0.5465677148756493,-0.8201327901782199,1
93,-0.7193724646246101,-0.3862538375071663,-0.4271449015128222,-0.2921531299808753,0.1719341180741996,0
94,-1.2442345676949855,-0.0746579030221566,-0.1948182348578177,-0.5465677148756493,-0.8201327901782199,1
95,2.299831520559988,-0.3775679441814565,-0.2432612371680652,3.3251596952502736,0.6975904117454216,4
96,-0.9802270296155646,-0.3307144653818186,0.9717954372163607,-0.5465677148756493,-0.8201327901782199,1
97,-0.9569755227656017,-0.2113477169667965,-0.3421380501026799,-0.5465677148756493,-0.8201327901782199,1
98,0.7417197819920052,-0.3803829423300193,-0.523301606687578,1.0030483931197918,1.7560601952195465,2
99,-0.9743791132778125,-0.2219039600239072,-0.3474468722736659,-0.5465677148756493,-0.8201327901782199,1
100,-1.014716557476893,-0.3347745588653227,-0.4169300640530737,-0.5465677148756493,-0.8201327901782199,1
