,Levered_Free_Cash_Flow,Total_Debt/Equity_(mrq),Trailing_Annual_Dividend_Yield,Payout_Ratio,Return_on_Equity,discretized FADY
52,-0.3693457637289832,2.297254939005523,-0.5465677148756493,-0.8201327901782199,-0.208583666306668,1
53,1.1383597328310473,-0.4291376734005415,7.3079043787848255,0.306330356546872,-0.2357584432476895,1
54,-0.3832814219278215,-0.2492170836517617,0.6052364967388727,1.5453205313422786,-0.2421875977922725,1
55,-0.2731233618798616,0.5115495044985908,-0.1163757804172133,0.1047359988378634,0.5145305200995351,0
56,-0.2936950477924324,-0.3415647762612258,1.4378660473035874,1.8089439221925208,-0.2527923887936467,2
57,-0.2173807290845083,-0.2278616797358231,-0.0932471817904157,0.147679175627948,0.0474557564327602,0
58,-0.612887980822967,-0.3193173775871276,-0.5465677148756493,-0.8201327901782199,-0.6994529297827763,1
59,-0.3773089969854623,-0.3790285561039288,-0.5465677148756493,-0.8201327901782199,-0.0911356059664488,1
60,-0.3102851170767637,5.875949449362067,-0.1533815382200896,-0.0443722539054861,9.296026548618716,0
61,-0.3567373110728914,-0.4005413708595426,-0.3430360469598301,-0.3823509601237454,-0.3170839342394778,0
62,-0.2220259484841211,0.4502117473051454,-0.5465677148756493,-0.8201327901782199,0.0060970715274008,1
63,1.4986960376867235,-0.4174368009846833,-0.5465677148756493,-0.8201327901782199,-0.1455514397922502,1
64,-0.3195755558759893,-0.092960590134157,0.2213017595340319,0.4693553795462677,-0.0378465311845434,1
65,-0.7953787429506116,-0.3863743952887726,-0.2736502510794372,0.4347622649098105,-0.3754102847470359,0
66,2.8909346520278083,-0.3016348932636109,-0.1996387354736848,0.227998821105699,-0.0339360145027867,0
67,-0.5286104288585639,-0.4961422208222947,-0.5465677148756493,-0.8201327901782199,-0.4392378705865569,1
68,-0.1636289046032748,-0.1771229190805096,0.4664649049780868,1.0610169264318792,-0.1826682082970598,1
69,-0.3924869195723113,-0.5492421440727366,-0.5465677148756493,-0.8201327901782199,-0.1518480344493161,1
70,0.7415252755498422,-0.1549804609661949,-0.5465677148756493,-0.8201327901782199,-0.1524445539431434,1
71,0.4813929891715269,-0.3789236155441454,-0.5326905556995707,-0.7362345466346286,0.165301496435531,0
72,-0.3434652556454264,0.1134050206800602,0.2721846765129868,0.6136921682018303,-0.0594537928498434,1
73,-0.3408108445599334,-0.13449352100470677,-0.5465677148756493,-0.8201327901782199,-0.11448142877053036,1
74,-0.4325313652080589,-0.5425259482465937,-0.3661646455866277,-0.2893074104118952,-0.0773493776646623,0
75,-0.4382595843305528,-0.2912982481249379,-0.5465677148756493,-0.8201327901782199,-0.0691969445823559,1
76,-0.4596090126911731,-0.1269088612241134,-0.0654928634382585,-0.3040194246825723,-0.1049881142119938,0
77,-0.2956858561065522,-0.015566927293839,-0.5465677148756493,-0.8201327901782199,0.0106703876467435,1
78,-0.3434652556454264,-0.4260419268869287,0.679248012344625,2.209349283559329,0.0216728583106692,1
79,-0.1576564796609155,-0.254201760241477,-0.5465677148756493,-0.8201327901782199,-0.1684180203889633,1
80,3.1338132663504186,-0.4869074515613483,-0.5465677148756493,-0.8201327901782199,-0.0617073109376354,1
81,-0.0375443780423567,0.6855409526196038,0.7810138463025347,2.3807243687123525,-0.0021216414986641,1
82,0.1967074002524014,-0.1622213595912551,0.5034706627809631,1.0705598546074533,-0.0474571230295388,1
83,-0.2206987429413746,-0.4959323397027278,-0.5465677148756493,-0.8201327901782199,-0.1790228113903375,1
84,-0.3501012833591589,0.1088925766093705,-0.0978729015157753,0.2172630269081779,-0.0332069351214422,0
85,-0.4733382904281143,-0.5272046265182054,-0.5465677148756493,-0.8201327901782199,-0.4782767574603657,1
86,-0.3852722302419413,0.0723264316840735,0.2999389948651439,0.3826737819514671,-0.09104873793636822,1
87,-0.2784321840508476,-0.13452349063051824,0.4710906247034464,1.5345847371447576,-0.046909931641169494,1
88,-0.3666913526434902,-0.4945156421456507,-0.5465677148756493,-0.8201327901782199,-0.1556259912435556,1
89,0.1124298482879983,0.3708766841088332,-0.3569132061359087,-0.8201327901782199,-0.2166698194452159,0
90,-0.3481104750450391,-0.4740522329878718,-0.5465677148756493,-0.8201327901782199,-0.1442921208608369,1
91,-0.4641334563863959,-0.1987931446757986,0.9059082788872418,1.734588606824504,0.0091459489402959,1
92,-0.4183986169861227,-0.4924693012298728,-0.5465677148756493,-0.8201327901782199,-0.2433806367799272,1
93,-0.4271449015128222,3.5567146682956703,-0.2921531299808753,0.1719341180741996,0.1494605898772283,0
94,-0.1948182348578177,-0.5291984971540915,-0.5465677148756493,-0.8201327901782199,-0.1374652866537023,1
95,-0.2432612371680652,0.0827623772232834,3.3251596952502736,0.6975904117454216,-0.3725602471654167,4
96,0.9717954372163607,-0.0433237053565701,-0.5465677148756493,-0.8201327901782199,-0.3588402988073887,1
97,-0.3421380501026799,-0.2933970593206075,-0.5465677148756493,-0.8201327901782199,-0.285799800785424,1
98,-0.523301606687578,0.2712356225944171,1.0030483931197918,1.7560601952195465,-0.2246896926400051,2
99,-0.3474468722736659,-0.5472482734368505,-0.5465677148756493,-0.8201327901782199,-0.2695612145645697,1
100,-0.4169300640530737,0.2430066120126604,-0.5465677148756493,-0.8201327901782199,-0.472576682297127,1
