,Payout_Ratio,Levered_Free_Cash_Flow,Profit_Margin,Total_Cash_(mrq),Operating_Cash_Flow,discretized FADY
52,-0.8201327901782199,-0.3693457637289832,0.4663232133383372,-0.2221746329228075,-0.3873049274303802,1
53,0.306330356546872,1.1383597328310473,-0.7925899022331727,6.162187033438022,2.068767232014464,1
54,1.5453205313422786,-0.3832814219278215,-0.1011988638620723,-0.3905331760387797,-0.3981975660654913,1
55,0.1047359988378634,-0.2731233618798616,0.9952942362968484,-0.3068952502785942,-0.3210776845289049,0
56,1.8089439221925208,-0.2936950477924324,-0.2377075149481397,-0.3691500170256578,-0.3197705678926916,2
57,0.147679175627948,-0.2173807290845083,0.6521266550943732,-0.2579034555776441,-0.2600789081722829,0
58,-0.8201327901782199,-0.612887980822967,-0.932890460293853,-0.2779332500962646,-0.5912151226796595,1
59,-0.8201327901782199,-0.3773089969854623,-0.2446593444015968,-0.3680673254300567,-0.3899191607028069,1
60,-0.0443722539054861,-0.3102851170767637,2.0671399411207845,-0.3781634245590371,-0.350705661616407,0
61,-0.3823509601237454,-0.3567373110728914,-1.5718267855161403,-0.3779306458659828,-0.4239041932443534,0
62,-0.8201327901782199,-0.2220259484841211,-0.4607980419545369,-0.2489712499139349,-0.2683573135349673,1
63,-0.8201327901782199,1.4986960376867235,0.5472172287967476,1.256782086668305,2.409924674066142,1
64,0.4693553795462677,-0.3195755558759893,0.8455139107996354,-0.3906252048244058,-0.3184634512564783,1
65,0.4347622649098105,-0.7953787429506116,-3.3047282729142733,-0.1379953613648214,-0.4073473825189846,0
66,0.227998821105699,2.8909346520278083,1.298646794265887,3.498765708259298,3.662578117103916,0
67,-0.8201327901782199,-0.5286104288585639,-3.334431544215408,-0.1926712869426773,-0.5659442010462018,1
68,1.0610169264318792,-0.1636289046032748,-0.1132065692816801,-0.3539923346872424,-0.2775071299884606,1
69,-0.8201327901782199,-0.3924869195723113,0.4966584691352411,-0.3160981288412036,-0.4064759714281757,1
70,-0.8201327901782199,0.7415252755498422,-0.0594878871413295,-0.184551099975669,-0.2112798870869853,1
71,-0.7362345466346286,0.4813929891715269,1.7277642668929227,0.0972193877795191,0.3455517999398925,0
72,0.6136921682018303,-0.3434652556454264,0.4214523141387502,-0.2882188202544751,-0.3249990344375449,1
73,-0.8201327901782199,-0.3408108445599334,0.0062385004186287,-0.3953332892278772,-0.3310989120732071,1
74,-0.2893074104118952,-0.4325313652080589,0.4043887327529918,-0.3919785693189072,-0.4103973213368157,0
75,-0.8201327901782199,-0.4382595843305528,0.7538761589131551,-0.3250303345049127,-0.3838192830671447,1
76,-0.3040194246825723,-0.4596090126911731,-0.1738770808754879,-0.1961900346283809,-0.2901425908051895,0
77,-0.8201327901782199,-0.2956858561065522,-0.3944396698988097,-0.2922789137379792,-0.3415558451629137,1
78,2.209349283559329,-0.3434652556454264,1.0515408564202742,-0.3518269514960401,-0.3886120440665935,1
79,-0.8201327901782199,-0.1576564796609155,-0.1157345072647555,-0.0849434731803672,-0.3088779292575805,1
80,-0.8201327901782199,3.1338132663504186,0.6445428411451474,4.461278536748683,2.2670132551734854,1
81,2.3807243687123525,-0.0375443780423567,-0.3609444916230616,-0.1193189313407023,0.0536290845189158,1
82,1.0705598546074533,0.1967074002524014,0.3430862366634153,-0.0911689498550735,0.0170298187049426,1
83,-0.8201327901782199,-0.2206987429413746,0.9927662983137728,-0.1293338286000126,-0.2478791529009585,1
84,0.2172630269081779,-0.3501012833591589,-0.3799040264961266,-0.2757678669050624,-0.3541913059796426,0
85,-0.8201327901782199,-0.4733382904281143,-2.9937919009960083,-0.3640072319465526,-0.4988520826370987,1
86,0.3826737819514671,-0.3852722302419413,-0.035472476302114,-0.3961361050460155,-0.3899191607028069,1
87,1.5345847371447576,-0.2784321840508476,-0.2080042436470046,-0.2906548763445776,-0.2134584148140075,1
88,-0.8201327901782199,-0.3666913526434902,0.3974369032995347,-0.3545336804850429,-0.4012475048833224,1
89,-0.8201327901782199,0.1124298482879983,-0.3053298559954046,-0.2614222032633477,0.3106953563075371,0
90,-0.8201327901782199,-0.3481104750450391,-0.2244358405369942,0.308344248921735,0.0545004956097247,1
91,1.734588606824504,-0.4641334563863959,1.5451207476157307,-0.1553184268944391,-0.1903660209075721,1
92,-0.8201327901782199,-0.4183986169861227,-0.4051834063268798,-0.3564283907773449,-0.4456598425374881,1
93,0.1719341180741996,-0.4271449015128222,0.2704080196499998,-0.3862538375071663,-0.4291326597892067,0
94,-0.8201327901782199,-0.1948182348578177,1.338461817499323,-0.0746579030221566,-0.2844784187149317,1
95,0.6975904117454216,-0.2432612371680652,-1.0725590338587645,-0.3775679441814565,-0.3768479943406736,4
96,-0.8201327901782199,0.9717954372163607,-1.6584086614364704,-0.3307144653818186,-0.1816519099994832,1
97,-0.8201327901782199,-0.3421380501026799,-0.8722199487000454,-0.2113477169667965,-0.3947119217022558,1
98,1.7560601952195465,-0.523301606687578,-0.1903086777654774,-0.3803829423300193,-0.252236208355003,2
99,-0.8201327901782199,-0.3474468722736659,-0.6036265379982926,-0.2219039600239072,-0.411704437973029,1
100,-0.8201327901782199,-0.4169300640530737,-1.535803669257317,-0.3347745588653227,-0.4494064745224209,1
