,Total_Debt/Equity_(mrq),Trailing_Annual_Dividend_Yield,Return_on_Equity,5_Year_Average_Dividend_Yield,Operating_Cash_Flow,discretized FADY
0,-0.4166497467863072,-0.5465677148756493,-0.0680039055947013,-1.5516806421923297,-0.1254458946423101,1
1,0.0161775920406641,0.4294591471752105,0.4721113560940383,0.0764585902438773,-0.3088779292575805,1
2,-0.4200603149792703,-0.5465677148756493,0.200429866627583,-0.6528593680749283,-0.2888354741689761,1
3,-0.5353375199014252,-0.5465677148756493,-0.2289978889843134,-0.38867153329714765,-0.4368189413156865,1
4,-0.4944107015858672,-0.5465677148756493,-0.125269777002122,-0.1717130961175159,4.162332377682811,1
5,-0.4944107015858672,-0.5465677148756493,-0.125269777002122,-0.30919802424414894,4.162332377682811,1
6,-0.0766423330878255,-0.5465677148756493,-0.2101081050131156,0.34121662851656687,2.646512785220755,1
7,-0.5255255775616697,-0.5465677148756493,-0.2906382366798009,0.4637584247488647,-0.3947119217022558,1
8,0.3340950179047227,1.373105971148554,-0.2331072454973459,1.2931862962042688,-0.2910140018959983,2
9,3.591292582744327,0.8596510816336466,0.5936687729472903,0.9342953901296208,-0.0143409805641771,1
10,-0.4428848867321777,0.2860618356890653,-0.2321793262847256,-0.0548429607590425,-0.2653073747171362,1
11,-0.4609871332948282,-0.5465677148756493,-0.2260152915151769,-0.2554645466511107,-0.4466319016092854,1
12,0.4934997282158317,-0.324533168058392,0.8465267583863062,-0.9389400708453702,4.340971651298633,0
13,-0.3744111714734556,-0.1857615762976062,0.025251975273633,-0.6588300953724744,-0.0962536231002124,0
14,-0.3340090559568151,-0.2643988116287182,0.212360256504129,-0.8864194504442022,-0.1441812330947011,0
15,-0.1362485710448433,1.548883320712216,-0.1849880063286104,0.6366785411896692,-0.0239265025630749,1
16,0.3102210405539806,-0.5465677148756493,-0.8263790220804739,-0.39856063575700285,-0.4342465357756186,1
17,0.384676367720361,-0.5465677148756493,0.2158730935233342,-1.236556919785322,-0.3973261549746824,1
18,-0.3235149999784669,0.5543535797599177,-0.217133779051526,1.118117561533709,-0.3432986673445315,1
19,-0.2733009421220708,-0.5465677148756493,-0.2220384948896615,-0.1122529902862313,-0.4160614934270734,1
20,0.33918735627928465,-0.5465677148756493,2.014975886906468,0.20153126682161054,-0.1193460170066479,1
21,0.3183014636573087,0.2768103962383463,0.1065774662654214,1.0305831941984287,0.3124381784891549,1
22,-0.4435145300908785,-0.5465677148756493,-0.0750958595768703,0.18496572659773025,-0.4169329045178823,1
23,2.9379326575323685,-0.5465677148756493,-0.0281033794520309,0.09935698054240671,0.1503557155987021,1
24,-0.2102841359720898,-0.1533815382200896,-0.0425524071914032,-0.7726247729083382,-0.403861738155749,0
25,-0.4515949531942066,0.9059082788872418,-0.0825192132778322,0.9518022635966767,0.3215879949426482,1
26,-0.4939909393467334,0.1981731609072344,-0.181674009140681,-0.4399941770342744,-0.3751051721590558,0
27,0.0921020870440133,0.688499451795344,-0.1738529757771675,0.2690341983814934,0.7647005346189665,1
28,-0.196274571240995,-0.14875581849473,-0.1991056343491899,-0.1940347877760416,-0.6731277652156947,0
29,-0.5420537157275681,-0.5465677148756493,-0.1376641264849781,-0.2871422269780428,-0.4130115546092424,1
30,-0.4725305948710113,-0.5465677148756493,-0.2547807871064044,-0.585154116347476,-0.4523984645027132,1
31,-0.3322250664404959,-0.2643988116287182,-0.1106881893752324,-0.991460691246538,0.0070085911606405,0
32,-0.3504847238428217,-0.5465677148756493,-0.2983267101557972,-0.6866284238510881,-0.4278255431529934,1
33,0.2858748306842127,0.0501501296957295,-0.0878216087785193,-0.5537888545701384,-0.2396007475382741,0
34,-0.2949711677173598,-0.5465677148756493,-0.3079373020007926,-0.3281827726561316,-0.4511719533923997,1
35,0.0762035922368158,-0.5465677148756493,-0.1710692181393068,-0.12152736729780818,-0.4427528151385496,1
36,-0.353265648677084,1.9513209368184947,-0.1522457141118676,0.9430488268631492,-0.2252224645399275,3
37,0.0703793911688326,-0.5465677148756493,-0.2038777902998083,0.3138999220863431,-0.3746694666136514,1
38,0.1757921834713402,0.5451021403091987,0.0419545211007974,0.6150863843374472,-0.3450414895261492,1
39,-0.3985475002236565,-0.2967788497062348,-0.2075231872065306,0.8392644801309395,-0.3790265220676958,0
40,0.1279917584899641,-0.5465677148756493,0.1733213696303202,0.8633877670799505,-0.4354486473753895,1
41,0.3374531158177942,1.11869138625378,-0.2364212426852753,1.2669259860036846,-0.3001638183494917,2
42,-0.4712713081536095,0.4387105866259296,-0.066280627056978,0.3828288759173572,-0.4151900823362646,1
43,6.927510389100895,-0.5465677148756493,-0.11462143067232107,0.6136422437396841,-0.3764122887952691,1
44,0.2105275087596728,-0.491059078171335,-0.196984676148915,0.9159069259813316,-0.3842549886125491,0
45,0.0364835903587678,1.1603228637820155,-0.1147312659445064,1.8008856267488926,-0.1093247894623457,2
46,-0.4211621908569968,-0.5465677148756493,-0.1994370340679828,0.5514422428595583,-0.3912262773390202,1
47,0.0756788894378984,0.3970791090976939,-0.0933228441104822,0.0852120269774053,-0.2683573135349673,1
48,-0.0915963628569718,-0.5465677148756493,0.3218547235933177,0.26566955035234935,-0.4391499659836003,1
49,-0.3507470752422805,-0.5465677148756493,-0.4112677343204324,0.2842294839213819,-0.4578456552313595,1
50,-0.3101875488859647,0.4849677838795249,-0.3037616655440015,0.9605557003302052,0.1586341209613866,0
51,-0.13610035607251392,-0.2921531299808753,-0.1894950425041945,-1.096501932048874,-0.2740214856252251,0
52,-0.05079419967344658,-0.5465677148756493,-0.208583666306668,-0.4832568077271003,-0.3873049274303802,1
53,-0.4291376734005415,7.3079043787848255,-0.2357584432476895,0.4950444851991113,2.068767232014464,1
54,-0.2492170836517617,0.6052364967388727,-0.2421875977922725,0.2777876351150212,-0.3981975660654913,1
55,0.5115495044985908,-0.1163757804172133,0.5145305200995351,-0.3174460627648824,-0.3210776845289049,0
56,-0.3415647762612258,1.4378660473035874,-0.2527923887936467,2.658722426634636,-0.3197705678926916,2
57,-0.2278616797358231,-0.0932471817904157,0.0474557564327602,-0.4399941770342744,-0.2600789081722829,0
58,-0.3193173775871276,-0.5465677148756493,-0.6994529297827763,-0.2532369379862018,-0.5912151226796595,1
59,-0.3790285561039288,-0.5465677148756493,-0.0911356059664488,-0.5129168629922143,-0.3899191607028069,1
60,0.05204588845139435,-0.1533815382200896,9.296026548618716,-0.5275285443695543,-0.350705661616407,0
61,-0.4005413708595426,-0.3430360469598301,-0.3170839342394778,-1.0877484953153462,-0.4239041932443534,0
62,0.4502117473051454,-0.5465677148756493,0.0060970715274008,-1.359105034054714,-0.2683573135349673,1
63,-0.4174368009846833,-0.5465677148756493,-0.1455514397922502,-0.9569397535666235,2.409924674066142,1
64,-0.092960590134157,0.2213017595340319,-0.0378465311845434,-0.3787201198995784,-0.3184634512564783,1
65,-0.3863743952887726,-0.2736502510794372,-0.3754102847470359,-1.367858470788242,-0.4073473825189846,0
66,-0.3016348932636109,-0.1996387354736848,-0.0339360145027867,-0.7726247729083382,3.662578117103916,0
67,-0.4961422208222947,-0.5465677148756493,-0.4392378705865569,-0.9453821506913865,-0.5659442010462018,1
68,-0.1771229190805096,0.4664649049780868,-0.1826682082970598,0.1902532677797411,-0.2775071299884606,1
69,-0.5492421440727366,-0.5465677148756493,-0.1518480344493161,-0.6338952884304928,-0.4064759714281757,1
70,-0.1549804609661949,-0.5465677148756493,-0.1524445539431434,-0.8559678689048305,-0.2112798870869853,1
71,-0.3789236155441454,-0.5326905556995707,0.165301496435531,-1.516666895258218,0.3455517999398925,0
72,0.1134050206800602,0.2721846765129868,-0.0594537928498434,-0.5275285443695543,-0.3249990344375449,1
73,-0.3341491295346854,-0.5465677148756493,-0.05360556550696279,-1.0599328526547687,-0.3310989120732071,1
74,-0.5425259482465937,-0.3661646455866277,-0.0773493776646623,-1.359105034054714,-0.4103973213368157,0
75,-0.2912982481249379,-0.5465677148756493,-0.0691969445823559,-0.8872189530102053,-0.3838192830671447,1
76,-0.1269088612241134,-0.0654928634382585,-0.1049881142119938,-0.3174460627648824,-0.2901425908051895,0
77,-0.015566927293839,-0.5465677148756493,0.0106703876467435,-0.3139394704151748,-0.3415558451629137,1
78,-0.4260419268869287,0.679248012344625,0.0216728583106692,0.7242129085249491,-0.3886120440665935,1
79,-0.254201760241477,-0.5465677148756493,-0.1684180203889633,0.151173743631876,-0.3088779292575805,1
80,-0.4869074515613483,-0.5465677148756493,-0.0617073109376354,0.22407281157663056,2.2670132551734854,1
