,Unnamed: 0,Umap 1,Umap 2,discretized FADY
21,21,-0.6419691,-9.173085,3
27,27,-1.3488402,-10.526606,2
28,28,-1.198662,-10.811942,0
29,29,-1.5415779,-11.116357,2
32,32,-2.0017545,-11.963625,2
33,33,-2.4167898,-12.660755,2
34,34,-2.5801642,-12.766413,0
35,35,-2.5763807,-13.105872,2
36,36,-2.7839777,-13.433414,2
37,37,-2.8165207,-13.468106,2
38,38,-3.0490916,-13.824164,2
46,46,-3.6100519,-15.499658,1
53,53,-4.4133716,-17.62183,2
54,54,-4.498805,-17.82874,2
