,Unnamed: 0,UMAP 1,UMAP 2,discretized FADY
26,26,3.9888551,12.197132,0
27,27,3.6003134,11.317416,1
29,29,7.088062,9.525955,1
31,31,5.2331734,14.327919,0
32,32,5.3292074,14.770114,1
33,33,5.5619855,10.371983,0
34,34,5.111896,14.891108,1
35,35,6.587653,13.991645,1
40,40,7.2178683,10.838826,1
42,42,3.9412267,11.662004,1
46,46,7.7605305,11.245867,1
48,48,7.094583,10.595649,1
51,51,6.815353,12.620054,0
53,53,3.1388671,10.444115,1
