,Unnamed: 0,Umap 1,Umap 2,discretized FADY
21,21,-5.477328,-4.906812,3
28,28,-7.2559023,-5.3118944,0
29,29,-7.454289,-5.534678,2
32,32,-8.197518,-5.677297,2
33,33,-8.053719,-5.7909293,2
34,34,-8.446628,-5.8413186,0
35,35,-8.64755,-5.967615,2
36,36,-8.947171,-5.821445,2
37,37,-9.004526,-5.9736705,2
38,38,-9.271847,-6.2078724,2
39,39,-9.448945,-6.1548834,2
40,40,-9.611041,-5.994285,2
42,42,-10.100996,-6.330319,2
46,46,-11.098087,-5.775945,1
