,Unnamed: 0,UMAP 1,UMAP 2,discretized FADY
27,27,8.233992,7.484842,1
29,29,12.00204,5.04425,1
30,30,10.836397,7.594777,1
31,31,9.676402,10.167438,0
32,32,9.247559,10.597083,1
33,33,10.261552,5.610672,0
34,34,9.340223,10.776778,1
35,35,7.966068,8.530012,1
42,42,10.526433,8.076223,1
46,46,11.09744,7.2523103,1
48,48,10.130428,5.4746094,1
50,50,9.577186,10.54091,0
51,51,9.502388,7.4367104,0
52,52,10.346261,6.180111,1
