,Unnamed: 0,Umap 1,Umap 2,discretized FADY
22,22,8.859075,-11.992805,2
23,23,8.651084,-12.220142,1
24,24,8.4440365,-12.423313,0
26,26,8.094392,-12.717213,2
27,27,7.9070787,-12.906597,2
29,29,7.624224,-12.998587,2
32,32,6.772964,-13.43943,2
33,33,6.4386706,-13.57497,2
41,41,4.9123,-13.923039,0
42,42,4.5748153,-14.052211,2
43,43,4.2711763,-13.862233,2
