,Unnamed: 0,UMAP 1,UMAP 2,discretized FADY
26,26,-0.123542145,10.932413,0
28,28,0.69417393,10.37881,0
30,30,18.33965,5.945872,1
32,32,17.888609,6.606484,1
34,34,18.011446,6.314955,1
35,35,18.370834,5.7570047,1
37,37,18.879515,5.8009386,1
38,38,-0.26645404,10.774984,1
39,39,0.8845086,10.504417,0
43,43,17.591782,6.454148,1
44,44,18.483307,4.471913,0
46,46,19.387152,5.7977705,1
48,48,19.071463,5.3379827,1
49,49,19.026096,5.656411,1
