,Unnamed: 0,UMAP 1,UMAP 2,discretized FADY
26,26,6.120674,2.9497514,0
27,27,7.783094,3.7910328,1
29,29,13.026307,12.012803,1
30,30,13.326678,11.960016,1
31,31,11.437997,10.018648,0
32,32,13.579646,10.214883,1
33,33,11.926335,7.964466,0
34,34,13.802599,10.303076,1
35,35,12.872536,7.2875896,1
40,40,12.810791,7.0876193,1
42,42,6.3065166,2.6665833,1
43,43,11.4655,6.810976,1
44,44,12.55071,7.1607146,0
49,49,13.750172,10.722024,1
