,Unnamed: 0,Umap 1,Umap 2,discretized FADY
22,22,-9.614521,-0.7069177,2
23,23,-9.854529,-1.0487869,1
24,24,-10.058239,-1.0439141,0
26,26,-10.592083,-1.3856863,2
27,27,-10.784469,-1.5278147,2
28,28,-10.949699,-1.6781105,0
29,29,-11.089697,-1.7852697,2
32,32,-11.676227,-2.2365196,2
33,33,-11.73291,-2.2978344,2
35,35,-12.007624,-2.5855513,2
36,36,-12.4513855,-2.778195,2
