,Unnamed: 0,Umap 1,Umap 2,discretized FADY
22,22,14.447742,-6.493714,2
23,23,14.639487,-6.761673,1
24,24,14.906792,-7.032264,0
26,26,15.267763,-7.317808,2
27,27,15.288493,-7.3763685,2
29,29,15.690106,-7.594677,2
32,32,16.438236,-7.97886,2
33,33,16.794115,-8.09062,2
35,35,17.116774,-8.272126,2
36,36,17.239065,-8.38586,2
41,41,18.31146,-8.437013,0
