,Unnamed: 0,Umap 1,Umap 2,discretized FADY
21,21,14.294503,-6.276832,3
34,34,16.91207,-8.027239,0
35,35,17.116774,-8.272126,2
36,36,17.239065,-8.38586,2
37,37,17.57158,-8.239964,2
38,38,17.737011,-8.349551,2
39,39,17.908905,-8.503656,2
40,40,18.059439,-8.586474,2
41,41,18.31146,-8.437013,0
42,42,18.540169,-8.563251,2
43,43,18.960096,-8.64719,2
44,44,19.096106,-8.522629,2
46,46,19.714777,-8.692247,1
47,47,19.649042,-8.666962,2
