,Unnamed: 0,UMAP 1,UMAP 2,discretized FADY
28,28,13.296577,0.4036109,0
32,32,23.56532,8.947193,1
33,33,13.063151,0.67856854,0
34,34,23.67759,8.919691,1
35,35,23.903109,7.905991,1
37,37,24.244719,8.170377,1
38,38,13.156212,1.4085299,1
39,39,13.133169,0.245976,0
40,40,22.859093,5.9581404,1
42,42,11.264152,5.2529273,1
43,43,23.31864,8.558432,1
44,44,23.489475,7.379541,0
46,46,24.247276,8.28482,1
48,48,22.88886,5.891426,1
