,Unnamed: 0,UMAP 1,UMAP 2,discretized FADY
26,26,1.0908442,6.9650245,0
27,27,3.4188576,7.516723,1
28,28,0.5354536,6.206362,0
29,29,-1.9922603,6.398733,1
30,30,-1.4441361,6.2793336,1
34,34,-0.08424407,5.135261,1
38,38,0.460198,8.1232815,1
43,43,-2.4737055,4.8365574,1
44,44,-1.3591863,4.182545,0
46,46,-2.396663,4.8160214,1
48,48,-2.5365448,5.2949786,1
49,49,0.14141455,4.584056,1
51,51,0.5789554,7.113246,0
52,52,-1.6959107,6.152668,1
