,Unnamed: 0,UMAP 1,UMAP 2,discretized FADY
27,27,7.061814,8.984875,1
28,28,0.19335498,6.583496,0
29,29,21.822824,3.2704592,1
30,30,22.746115,3.5858076,1
32,32,23.865175,4.174733,1
39,39,0.39698887,6.641529,0
42,42,6.0859523,9.802779,1
44,44,21.02118,3.6865356,0
46,46,22.660627,3.2156863,1
47,47,6.901192,9.780227,1
49,49,22.489685,3.4482005,1
50,50,5.6811686,9.532947,0
53,53,5.7916474,8.588094,1
54,54,6.370517,9.775901,1
