,Unnamed: 0,Umap 1,Umap 2,discretized FADY
22,22,-0.74648446,-9.4205675,2
23,23,-0.9543649,-9.763471,1
24,24,-0.8370081,-9.934775,0
26,26,-1.0404028,-10.2975025,2
27,27,-1.3488402,-10.526606,2
29,29,-1.5415779,-11.116357,2
39,39,-2.949733,-13.77411,2
41,41,-3.1188004,-14.110853,0
42,42,-3.2818508,-14.427131,2
43,43,-3.6472125,-14.720381,2
44,44,-3.55097,-14.956922,2
