,Unnamed: 0,Umap 1,Umap 2,discretized FADY
21,21,-6.561031,1.5535326,3
27,27,-7.5125623,-0.4270566,2
28,28,-7.637397,-0.6128514,0
29,29,-7.747969,-0.9002186,2
32,32,-8.164727,-1.7787108,2
33,33,-8.339906,-1.965211,2
35,35,-8.38404,-2.3898866,2
47,47,-9.55788,-4.52901,2
49,49,-9.833619,-4.9602695,2
51,51,-9.895681,-5.5219655,1
52,52,-9.990207,-5.768057,2
53,53,-10.067739,-6.1626306,2
54,54,-10.110404,-6.455294,2
55,55,-10.164487,-6.713702,0
