,Unnamed: 0,UMAP 1,UMAP 2,discretized FADY
26,26,4.0895767,3.1425712,0
27,27,0.7846138,1.4186857,1
28,28,4.280097,3.369068,0
30,30,12.100358,4.1096396,1
32,32,11.268494,3.785214,1
40,40,9.2245035,4.1394267,1
43,43,7.5719633,2.9688318,1
44,44,9.467106,3.829729,0
46,46,12.091221,4.2084694,1
48,48,9.563685,4.4599466,1
49,49,11.439491,3.5897472,1
51,51,4.8529205,2.9544463,0
52,52,8.014408,3.2899895,1
53,53,0.58965784,1.6642356,1
