,Unnamed: 0,UMAP 1,UMAP 2,discretized FADY
27,27,5.3804574,9.06806,1
28,28,7.825368,9.055174,0
29,29,11.851122,8.664538,1
30,30,12.090363,9.257674,1
31,31,9.66573,8.889155,0
33,33,7.422798,9.733147,0
34,34,11.922535,10.1133175,1
40,40,10.03421,10.718943,1
43,43,8.715519,11.556441,1
44,44,10.159799,11.403087,0
46,46,11.612734,9.3513565,1
48,48,10.024096,10.396815,1
52,52,9.206307,11.166258,1
53,53,4.41575,10.096767,1
