,Unnamed: 0,Umap 1,Umap 2,discretized FADY
22,22,-17.88829,-1.2490917,2
23,23,-18.154516,-1.0767301,1
24,24,-18.422146,-0.9099112,0
26,26,-18.84966,-0.6761694,2
27,27,-18.964193,-0.3542327,2
38,38,-21.412872,0.4080951,2
39,39,-21.828007,0.46338513,2
40,40,-21.909552,0.53993607,2
41,41,-22.033144,0.52720255,0
42,42,-22.355837,0.7640984,2
43,43,-22.52716,0.870387,2
