,Unnamed: 0,UMAP 1,UMAP 2,discretized FADY
26,26,7.184077,13.307686,0
27,27,7.9034047,12.322933,1
28,28,9.614169,16.240097,0
29,29,8.503379,14.556783,1
30,30,8.892564,15.347982,1
32,32,10.083801,16.556442,1
34,34,10.324516,16.365318,1
46,46,10.088525,14.318632,1
48,48,9.516353,14.234323,1
49,49,10.910032,16.445635,1
50,50,7.788674,10.349032,0
51,51,6.8972883,13.488242,0
52,52,8.758786,15.058479,1
53,53,8.184706,12.717745,1
