,Unnamed: 0,UMAP 1,UMAP 2,discretized FADY
26,26,2.528211,7.8333225,0
27,27,4.069214,5.748222,1
28,28,2.1761055,8.626212,0
29,29,-2.7740595,7.467883,1
30,30,-2.0187118,8.325882,1
31,31,1.9827831,7.681717,0
32,32,-1.8250194,8.37409,1
34,34,-2.9170883,7.8568287,1
43,43,-4.08515,5.3954234,1
46,46,-4.147322,5.549167,1
48,48,-3.4924128,6.4503856,1
51,51,1.719999,7.476217,0
52,52,-2.3512561,8.1931925,1
53,53,4.181518,3.8738143,1
