,Unnamed: 0,Umap 1,Umap 2,discretized FADY
22,22,-4.201797,-12.67768,2
23,23,-4.1584096,-12.811927,1
34,34,-4.9044704,-15.749961,0
36,36,-4.948376,-16.367775,2
37,37,-5.015492,-16.43528,2
38,38,-5.30499,-16.977774,2
39,39,-5.378858,-17.169966,2
40,40,-5.63328,-17.33604,2
41,41,-5.553086,-17.44232,0
42,42,-5.3943024,-17.649143,2
43,43,-5.6163073,-18.180532,2
